Order_ID;Customer_ID;Product_ID;Order_Date;Qty;Discount;Channel;Campaign
O01643;C0664;P225;2025-02-19;1;0,03;App;Ramadhan
O01644;C0530;P127;2025-03-28;5;0,35;Tokopedia;None
O01645;C0077;P013;2024-07-17;5;0,26;Shopee;11.11
O01646;C0467;P095;2025-05-27;2;0,25;App;12.12
O01647;C0532;P232;2025-10-12;2;0,15;App;Ramadhan
O01648;C0518;P114;2025-11-19;5;0,05;Tokopedia;Ramadhan
O01649;C0993;P290;2024-03-01;3;0,09;Tokopedia;Ramadhan
O01650;C0770;P279;2025-06-13;5;0,31;Website;None
O01651;C0137;P032;2025-08-12;1;0,27;Shopee;12.12
O01652;C0204;P061;2024-07-18;5;0,31;Website;12.12
O01653;C0460;P293;2024-09-01;1;0,13;Tokopedia;None
O01654;C0832;P078;2024-03-30;2;0,21;App;None
O01655;C0841;P299;2025-11-22;1;0,11;Tokopedia;Ramadhan
O01656;C0899;P257;2025-10-27;4;0,21;App;11.11
O01657;C0034;P244;2025-10-12;4;0,16;Tokopedia;12.12
O01658;C0623;P033;2024-11-21;4;0,04;Shopee;None
O01659;C0068;P235;2025-07-15;5;0,18;Tokopedia;Ramadhan
O01660;C0021;P070;2025-07-17;4;0,4;App;12.12
O01661;C0777;P205;2024-04-12;5;0,1;Shopee;None
O01662;C0388;P027;2025-11-16;1;0,23;Shopee;Ramadhan
O01663;C0497;P083;2024-11-09;4;0,37;Shopee;12.12
O01664;C0078;P230;2024-08-31;5;0,35;Shopee;12.12
O01665;C0558;P163;2024-11-21;4;0,17;App;None
O01666;C0364;P123;2025-08-07;1;0,13;Shopee;Ramadhan
O01667;C0934;P130;2025-06-10;5;0,39;App;12.12
O01668;C0688;P213;2024-02-11;2;0,34;Shopee;12.12
O01669;C0666;P048;2025-06-23;4;0,39;App;12.12
O01670;C0999;P259;2024-11-27;3;0,14;Shopee;Ramadhan
O01671;C0299;P049;2024-10-11;5;0,16;App;11.11
O01672;C0323;P297;2025-09-08;5;0,4;Shopee;Ramadhan
O01673;C0367;P078;2025-10-26;4;0,01;App;Ramadhan
O01674;C0276;P030;2025-02-10;5;0,11;Tokopedia;None
O01675;C0764;P009;2025-05-23;1;0,24;App;11.11
O01676;C0357;P287;2024-04-23;2;0,24;Website;11.11
O01677;C0522;P072;2025-12-17;5;0,03;App;None
O01678;C0589;P175;2024-07-24;5;0,23;App;Ramadhan
O01679;C0123;P271;2025-10-08;5;0,03;Tokopedia;Ramadhan
O01680;C0158;P276;2025-01-30;3;0,18;Website;11.11
O01681;C0627;P270;2024-04-09;2;0,04;Shopee;11.11
O01682;C0147;P045;2025-09-26;5;0,14;Tokopedia;12.12
O01683;C0300;P237;2025-05-17;4;0,38;App;Ramadhan
O01684;C0174;P097;2024-08-20;5;0,24;Tokopedia;11.11
O01685;C0708;P030;2025-07-09;4;0,1;Website;12.12
O01686;C0774;P174;2024-03-29;3;0,01;Tokopedia;None
O01687;C0561;P068;2025-04-24;4;0,25;App;Ramadhan
O01688;C0098;P187;2024-06-12;2;0,38;Website;Ramadhan
O01689;C0365;P202;2025-12-28;4;0,33;Website;11.11
O01690;C0281;P017;2024-08-26;1;0,23;Tokopedia;11.11
O01691;C0305;P250;2024-09-19;5;0;Website;Ramadhan
O01692;C0637;P246;2024-07-20;3;0,32;Shopee;11.11
O01693;C0785;P253;2025-10-19;2;0,22;Tokopedia;None
O01694;C0489;P013;2024-05-12;3;0,06;Shopee;11.11
O01695;C0126;P080;2025-09-05;1;0,04;Website;None
O01696;C0885;P043;2025-10-12;4;0,17;Tokopedia;11.11
O01697;C0863;P165;2024-01-12;1;0,08;App;12.12
O01698;C0701;P144;2025-06-28;3;0,36;App;11.11
O01699;C0457;P222;2025-03-06;2;0,05;Shopee;12.12
O01700;C0498;P170;2024-03-12;4;0,25;App;Ramadhan
O01701;C0494;P087;2025-11-09;5;0,18;Tokopedia;12.12
O01702;C0287;P024;2024-11-12;5;0,18;App;11.11
O01703;C0097;P190;2025-08-19;3;0,07;Shopee;None
O01704;C0049;P161;2024-07-05;2;0,33;Tokopedia;None
O01705;C0117;P154;2025-10-16;3;0,36;Tokopedia;None
O01706;C0041;P288;2024-01-13;2;0,19;Website;12.12
O01707;C0304;P065;2024-04-05;4;0,05;App;None
O01708;C0516;P045;2024-03-19;3;0,4;Tokopedia;Ramadhan
O01709;C0272;P082;2025-03-03;3;0,02;Shopee;None
O01710;C0455;P094;2024-11-23;2;0,14;App;12.12
O01711;C0062;P061;2024-11-21;4;0,05;Shopee;12.12
O01712;C0279;P286;2025-05-27;4;0,14;App;12.12
O01713;C0161;P168;2024-01-26;5;0,04;Shopee;11.11
O01714;C0969;P072;2024-04-26;4;0,23;Shopee;None
O01715;C0059;P127;2024-05-01;2;0,23;Shopee;11.11
O01716;C0091;P070;2024-07-25;3;0,19;App;11.11
O01717;C0344;P194;2025-06-02;1;0,02;Tokopedia;Ramadhan
O01718;C0115;P238;2025-09-09;4;0,2;Tokopedia;Ramadhan
O01719;C0182;P189;2024-01-31;5;0,07;Tokopedia;12.12
O01720;C0972;P209;2024-12-09;1;0,22;App;12.12
O01721;C0089;P184;2025-09-22;5;0,14;Tokopedia;12.12
O01722;C0608;P281;2025-02-11;5;0,15;Tokopedia;None
O01723;C0508;P195;2025-09-16;5;0,05;Tokopedia;11.11
O01724;C0826;P181;2025-03-21;5;0,11;Shopee;Ramadhan
O01725;C0895;P026;2024-08-06;5;0,38;Website;11.11
O01726;C0717;P237;2025-06-22;4;0,13;Website;11.11
O01727;C0817;P264;2025-12-14;5;0,35;Shopee;None
O01728;C0511;P279;2024-10-20;3;0,39;Website;None
O01729;C0011;P209;2025-11-04;1;0,18;App;None
O01730;C0967;P274;2025-03-17;3;0,36;App;12.12
O01731;C0867;P202;2025-12-09;4;0,02;Shopee;None
O01732;C0696;P256;2024-03-18;1;0,1;Shopee;Ramadhan
O01733;C0143;P007;2024-10-16;1;0,08;Shopee;11.11
O01734;C0678;P028;2024-04-17;1;0,26;Shopee;11.11
O01735;C0381;P186;2025-08-27;3;0,04;Shopee;Ramadhan
O01736;C0818;P063;2025-12-12;5;0,07;Tokopedia;Ramadhan
O01737;C0862;P001;2024-01-19;1;0,32;Website;11.11
O01738;C0110;P277;2025-06-04;2;0,03;Shopee;12.12
O01739;C0134;P195;2024-09-12;2;0,01;Shopee;11.11
O01740;C0740;P135;2024-12-12;4;0,08;Tokopedia;None
O01741;C0038;P207;2025-04-05;5;0,35;Tokopedia;None
O01742;C0854;P067;2025-08-03;3;0,1;Website;11.11
O01743;C0136;P100;2025-03-20;5;0,22;Website;None
O01744;C0336;P177;2025-05-22;5;0,26;Website;None
O01745;C0815;P110;2024-05-19;4;0,28;Shopee;11.11
O01746;C0580;P277;2025-01-31;4;0,38;App;None
O01747;C0518;P269;2024-03-08;3;0,29;App;Ramadhan
O01748;C0967;P267;2025-01-22;1;0,23;Website;11.11
O01749;C0414;P034;2024-04-16;1;0,4;Website;12.12
O01750;C0290;P101;2025-11-01;3;0,15;App;Ramadhan
O01751;C0431;P168;2025-03-16;1;0,29;Website;None
O01752;C0724;P290;2024-07-07;1;0,02;App;11.11
O01753;C0306;P047;2024-04-13;4;0,16;Tokopedia;None
O01754;C0482;P121;2025-08-17;1;0,25;Tokopedia;None
O01755;C0732;P194;2024-01-28;3;0,03;App;11.11
O01756;C0902;P151;2025-02-23;3;0,31;App;12.12
O01757;C0930;P198;2024-01-06;1;0,37;Tokopedia;12.12
O01758;C0888;P011;2024-09-09;2;0,17;Tokopedia;Ramadhan
O01759;C1000;P140;2024-02-17;3;0,29;Shopee;Ramadhan
O01760;C0270;P028;2025-03-23;5;0,03;Website;Ramadhan
O01761;C0450;P295;2024-02-13;1;0,09;App;11.11
O01762;C0156;P232;2024-12-10;4;0,07;Website;11.11
O01763;C0129;P246;2025-09-23;2;0,07;Website;12.12
O01764;C0254;P066;2025-06-22;4;0,03;App;11.11
O01765;C0470;P246;2025-03-12;4;0,31;Shopee;Ramadhan
O01766;C0765;P257;2024-10-07;5;0,2;App;11.11
O01767;C0008;P007;2025-01-29;4;0,21;Tokopedia;Ramadhan
O01768;C0977;P130;2024-03-20;5;0,06;App;None
O01769;C0039;P010;2025-06-17;5;0,19;Shopee;None
O01770;C0740;P298;2025-11-04;2;0,22;App;11.11
O01771;C0647;P142;2025-05-28;2;0,23;Shopee;11.11
O01772;C0561;P136;2024-01-08;1;0,28;Website;12.12
O01773;C0058;P255;2025-04-14;1;0,06;Tokopedia;Ramadhan
O01774;C0143;P127;2025-12-05;4;0,2;Shopee;None
O01775;C0010;P148;2025-02-15;3;0,1;Tokopedia;None
O01776;C0228;P075;2024-11-18;3;0,09;Website;12.12
O01777;C0393;P141;2024-03-13;4;0,33;Website;None
O01778;C0710;P175;2024-07-02;2;0,3;App;12.12
O01779;C0765;P063;2024-02-07;5;0,02;Tokopedia;11.11
O01780;C0834;P190;2025-08-09;4;0,2;App;None
O01781;C0675;P034;2025-06-01;4;0,06;App;11.11
O01782;C0286;P255;2025-03-04;1;0,16;App;12.12
O01783;C0610;P249;2025-08-30;4;0,24;App;12.12
O01784;C0514;P223;2025-09-28;2;0,23;App;11.11
O01785;C0732;P029;2024-08-24;3;0,37;Tokopedia;11.11
O01786;C0235;P296;2025-04-10;2;0,01;App;11.11
O01787;C0180;P126;2024-01-02;3;0,11;Shopee;Ramadhan
O01788;C0844;P273;2024-09-23;4;0,25;Shopee;11.11
O01789;C0144;P216;2024-12-09;4;0,21;App;Ramadhan
O01790;C0374;P259;2024-02-20;5;0,02;Tokopedia;None
O01791;C0467;P265;2025-06-29;1;0,31;Tokopedia;Ramadhan
O01792;C0549;P117;2024-01-30;2;0,1;Shopee;11.11
O01793;C0888;P087;2024-02-22;5;0,28;Tokopedia;12.12
O01794;C0311;P274;2025-02-06;2;0,01;Tokopedia;12.12
O01795;C0357;P234;2025-03-29;1;0,2;Shopee;11.11
O01796;C0336;P233;2025-06-12;1;0,22;Website;Ramadhan
O01797;C0699;P225;2025-04-30;5;0,27;Tokopedia;11.11
O01798;C0960;P199;2025-08-13;1;0,2;Shopee;11.11
O01799;C0611;P256;2025-06-16;4;0,2;Tokopedia;None
O01800;C0428;P262;2025-12-24;1;0,13;Website;11.11
O01801;C0818;P070;2024-09-19;3;0,36;App;12.12
O01802;C0245;P120;2025-04-20;1;0,2;Tokopedia;12.12
O01803;C0156;P249;2025-06-01;4;0,19;Tokopedia;None
O01804;C0958;P010;2025-07-11;3;0,23;App;12.12
O01805;C0269;P243;2025-01-15;4;0,31;App;12.12
O01806;C0492;P219;2024-06-09;4;0,3;Tokopedia;None
O01807;C0382;P280;2025-10-26;2;0,13;Tokopedia;Ramadhan
O01808;C0142;P131;2024-02-13;1;0,24;Tokopedia;Ramadhan
O01809;C0665;P074;2025-01-03;3;0,12;App;12.12
O01810;C0243;P132;2025-10-22;4;0,11;Shopee;None
O01811;C0280;P180;2024-11-28;4;0,29;Shopee;11.11
O01812;C0600;P139;2025-06-01;2;0,33;Website;Ramadhan
O01813;C0901;P026;2024-05-07;5;0,04;Tokopedia;11.11
O01814;C0642;P075;2024-08-28;1;0,04;Website;11.11
O01815;C0560;P091;2024-05-09;5;0,39;App;Ramadhan
O01816;C0026;P248;2025-06-29;1;0,3;Tokopedia;12.12
O01817;C0811;P193;2024-04-24;5;0,29;Website;11.11
O01818;C0845;P138;2025-09-11;2;0,17;Shopee;Ramadhan
O01819;C0777;P108;2025-12-27;1;0,03;Tokopedia;Ramadhan
O01820;C0617;P194;2024-04-26;4;0,31;Website;11.11
O01821;C0264;P253;2024-04-09;3;0,39;Tokopedia;11.11
O01822;C0643;P253;2025-06-17;2;0,14;Website;11.11
O01823;C0758;P149;2025-03-01;5;0,17;Shopee;None
O01824;C0272;P037;2025-07-16;2;0,35;Tokopedia;11.11
O01825;C0656;P057;2025-11-08;1;0,38;App;12.12
O01826;C0624;P014;2024-03-17;1;0,19;Website;Ramadhan
O01827;C0384;P072;2025-01-13;3;0,32;Website;12.12
O01828;C0267;P142;2025-01-17;3;0,19;Website;None
O01829;C0236;P070;2025-06-04;5;0,31;Website;None
O01830;C0139;P073;2025-02-17;2;0,04;Website;12.12
O01831;C0740;P084;2025-08-01;3;0,35;App;12.12
O01832;C0286;P286;2024-01-21;1;0,2;Website;None
O01833;C0893;P175;2024-11-13;2;0,18;Shopee;12.12
O01834;C0643;P156;2024-04-17;5;0,24;Tokopedia;11.11
O01835;C0170;P036;2025-02-14;5;0,16;App;12.12
O01836;C0184;P034;2024-07-05;2;0,16;Shopee;Ramadhan
O01837;C0556;P100;2024-07-27;5;0,32;App;Ramadhan
O01838;C0108;P218;2025-04-27;4;0,15;Website;Ramadhan
O01839;C0921;P031;2025-11-19;5;0,03;Tokopedia;None
O01840;C0484;P015;2024-08-01;4;0,31;Tokopedia;11.11
O01841;C0524;P099;2024-08-11;3;0,37;Tokopedia;12.12
O01842;C0814;P010;2025-11-11;3;0,11;Tokopedia;12.12
O01843;C0016;P283;2024-03-12;3;0,26;Shopee;11.11
O01844;C0892;P014;2024-03-25;5;0;Website;11.11
O01845;C0588;P028;2025-06-10;3;0,34;App;12.12
O01846;C0039;P161;2024-05-16;3;0,23;Tokopedia;12.12
O01847;C0397;P276;2024-04-10;3;0,04;Website;Ramadhan
O01848;C0517;P085;2025-06-05;3;0,18;App;Ramadhan
O01849;C0225;P029;2024-11-28;1;0,08;App;11.11
O01850;C0029;P265;2025-12-05;3;0,09;Website;12.12
O01851;C0871;P204;2024-10-08;1;0,22;Website;12.12
O01852;C0934;P147;2024-12-11;4;0,31;Shopee;12.12
O01853;C0751;P141;2024-09-10;2;0,12;App;Ramadhan
O01854;C0858;P023;2024-04-01;2;0,36;Tokopedia;None
O01855;C0725;P227;2024-03-14;3;0,19;Website;Ramadhan
O01856;C0415;P022;2024-10-07;1;0,32;Website;None
O01857;C0616;P080;2024-02-01;1;0,18;Shopee;None
O01858;C0428;P051;2025-11-07;3;0,04;Website;None
O01859;C0618;P009;2024-06-22;2;0,08;Tokopedia;None
O01860;C0833;P096;2025-01-16;5;0,4;Shopee;None
O01861;C0880;P234;2024-11-12;4;0,08;Website;12.12
O01862;C0964;P039;2025-04-06;4;0,38;Shopee;11.11
O01863;C0536;P142;2024-07-04;4;0,31;Website;11.11
O01864;C0595;P196;2024-10-13;5;0,04;Tokopedia;None
O01865;C0494;P121;2025-05-20;5;0,2;Shopee;Ramadhan
O01866;C0406;P095;2024-03-07;4;0,38;Website;11.11
O01867;C0161;P170;2024-04-22;1;0,09;Tokopedia;None
O01868;C0069;P140;2025-06-12;4;0,39;Website;11.11
O01869;C0852;P155;2024-05-27;1;0,27;Website;Ramadhan
O01870;C0564;P276;2025-04-05;5;0,02;Tokopedia;Ramadhan
O01871;C0765;P248;2024-06-27;3;0,25;Tokopedia;12.12
O01872;C0452;P018;2025-05-17;2;0,26;App;None
O01873;C0183;P175;2025-07-10;3;0,09;Website;12.12
O01874;C0041;P274;2024-02-22;4;0,13;App;12.12
O01875;C0338;P114;2024-06-10;2;0,07;Tokopedia;Ramadhan
O01876;C0259;P046;2025-12-26;4;0,28;Shopee;Ramadhan
O01877;C0346;P049;2024-08-28;2;0,23;Shopee;Ramadhan
O01878;C0499;P082;2025-07-08;2;0,31;Website;None
O01879;C0578;P061;2025-05-18;2;0,32;Tokopedia;Ramadhan
O01880;C0771;P236;2025-12-02;3;0,22;Tokopedia;Ramadhan
O01881;C0933;P031;2024-01-16;2;0,36;App;None
O01882;C0408;P009;2024-02-10;2;0,27;Website;12.12
O01883;C0979;P222;2025-12-01;2;0,22;Tokopedia;Ramadhan
O01884;C0258;P099;2024-07-07;4;0;Shopee;Ramadhan
O01885;C0055;P023;2025-03-14;4;0,26;Website;12.12
O01886;C0692;P250;2025-03-14;1;0,35;App;12.12
O01887;C0386;P197;2025-11-25;3;0,31;Tokopedia;Ramadhan
O01888;C0640;P160;2024-11-24;3;0,38;Shopee;None
O01889;C0456;P294;2024-04-01;3;0,21;Website;12.12
O01890;C0860;P080;2025-01-13;2;0,31;Tokopedia;12.12
O01891;C0760;P106;2024-04-24;5;0,3;Tokopedia;Ramadhan
O01892;C0054;P007;2024-09-15;4;0,3;Shopee;Ramadhan
O01893;C0599;P297;2025-04-11;2;0,15;Tokopedia;Ramadhan
O01894;C0022;P030;2025-11-06;3;0,25;Tokopedia;None
O01895;C0744;P217;2025-03-18;3;0,02;App;12.12
O01896;C0518;P203;2024-10-10;3;0,16;Shopee;Ramadhan
O01897;C0264;P109;2025-04-30;5;0,31;App;Ramadhan
O01898;C0637;P003;2025-01-13;1;0,01;Shopee;11.11
O01899;C0544;P136;2025-02-11;5;0,23;Tokopedia;None
O01900;C0303;P103;2025-06-17;2;0,22;Shopee;None
O01901;C0802;P116;2024-09-24;2;0,38;Website;Ramadhan
O01902;C0475;P287;2024-12-20;3;0,21;App;Ramadhan
O01903;C0432;P189;2024-02-03;2;0,31;Tokopedia;Ramadhan
O01904;C0580;P149;2025-04-05;2;0,03;App;Ramadhan
O01905;C0859;P248;2024-01-06;5;0,04;Tokopedia;Ramadhan
O01906;C0593;P237;2025-02-27;2;0,06;Website;Ramadhan
O01907;C0137;P229;2024-08-20;4;0,14;Website;12.12
O01908;C0125;P129;2024-02-16;1;0,27;Tokopedia;12.12
O01909;C0674;P248;2024-03-30;5;0,39;App;11.11
O01910;C0493;P287;2024-07-18;5;0,34;App;11.11
O01911;C0508;P018;2025-01-18;3;0,17;Website;11.11
O01912;C0088;P001;2025-03-30;5;0,35;Tokopedia;12.12
O01913;C0439;P264;2025-01-27;1;0,08;Tokopedia;None
O01914;C0206;P051;2024-11-15;2;0,13;Tokopedia;Ramadhan
O01915;C0761;P047;2024-07-03;1;0,36;Shopee;11.11
O01916;C0252;P010;2024-06-28;1;0;Tokopedia;None
O01917;C0010;P051;2024-12-07;1;0,36;Shopee;None
O01918;C0655;P078;2025-06-07;4;0,21;App;Ramadhan
O01919;C0223;P135;2025-11-12;1;0,21;Shopee;11.11
O01920;C0007;P032;2024-12-25;3;0,03;Shopee;12.12
O01921;C0127;P227;2025-10-24;5;0,27;App;None
O01922;C0222;P172;2025-01-10;3;0,06;Website;Ramadhan
O01923;C0008;P245;2025-04-26;3;0,22;Tokopedia;None
O01924;C0678;P237;2025-02-20;5;0,35;Shopee;11.11
O01925;C0175;P102;2025-12-03;3;0,04;Tokopedia;11.11
O01926;C0549;P039;2025-01-11;5;0,32;Tokopedia;12.12
O01927;C0935;P123;2025-02-07;4;0,27;Website;None
O01928;C0557;P084;2024-02-17;1;0,27;App;Ramadhan
O01929;C0782;P071;2025-06-07;5;0,33;App;12.12
O01930;C0341;P041;2024-01-01;3;0,38;App;11.11
O01931;C0162;P161;2024-02-05;1;0,09;Website;None
O01932;C0757;P027;2025-08-18;4;0,4;Shopee;11.11
O01933;C0057;P293;2024-06-15;5;0,27;Website;12.12
O01934;C0726;P120;2024-08-09;5;0,03;Tokopedia;Ramadhan
O01935;C0168;P288;2024-01-10;5;0,25;App;Ramadhan
O01936;C0815;P152;2024-01-31;1;0,1;App;12.12
O01937;C0615;P090;2024-03-16;4;0,32;App;12.12
O01938;C0174;P095;2025-10-09;4;0,23;Tokopedia;11.11
O01939;C0919;P052;2025-12-14;5;0,03;Website;Ramadhan
O01940;C0483;P274;2024-03-28;4;0,13;Website;Ramadhan
O01941;C0098;P043;2024-05-12;4;0,06;Website;12.12
O01942;C0074;P107;2025-06-17;3;0,32;Tokopedia;11.11
O01943;C0484;P287;2024-02-03;3;0,02;Shopee;None
O01944;C0356;P211;2024-11-15;5;0,09;Shopee;12.12
O01945;C0237;P082;2024-04-26;5;0,04;App;Ramadhan
O01946;C0286;P082;2024-01-28;2;0,23;App;Ramadhan
O01947;C0002;P039;2025-02-09;3;0,23;Tokopedia;12.12
O01948;C0091;P244;2025-05-11;3;0,3;Website;11.11
O01949;C0730;P019;2025-11-17;5;0,06;Shopee;None
O01950;C0610;P164;2025-05-30;3;0,22;Shopee;None
O01951;C0676;P086;2024-05-10;3;0,05;Shopee;11.11
O01952;C0375;P270;2024-10-09;4;0,13;Tokopedia;None
O01953;C0605;P221;2024-06-19;5;0,17;App;Ramadhan
O01954;C0861;P119;2025-12-10;4;0,08;App;Ramadhan
O01955;C0241;P225;2024-06-05;4;0,12;Website;Ramadhan
O01956;C0470;P021;2025-10-13;1;0,22;App;12.12
O01957;C0040;P194;2025-12-13;5;0,04;Tokopedia;12.12
O01958;C0055;P116;2024-12-31;2;0,09;Shopee;None
O01959;C0309;P147;2024-02-20;3;0,2;Shopee;Ramadhan
O01960;C0821;P278;2024-10-05;3;0,26;Shopee;Ramadhan
O01961;C0384;P168;2024-11-28;1;0,17;Tokopedia;11.11
O01962;C0754;P161;2024-10-26;1;0,08;Tokopedia;11.11
O01963;C0424;P004;2024-09-21;3;0,23;Shopee;None
O01964;C0023;P269;2025-06-07;1;0,06;Website;12.12
O01965;C0684;P075;2025-09-19;2;0,31;Tokopedia;None
O01966;C0801;P008;2024-05-28;2;0,21;Tokopedia;11.11
O01967;C0968;P032;2025-06-14;3;0,31;Shopee;None
O01968;C0522;P020;2024-11-14;1;0,36;App;12.12
O01969;C0163;P058;2024-02-29;3;0,16;Shopee;Ramadhan
O01970;C0508;P015;2025-08-27;5;0,19;Website;None
O01971;C0999;P017;2024-05-08;1;0,38;Shopee;11.11
O01972;C0092;P012;2025-08-13;4;0,14;Website;None
O01973;C0388;P110;2025-08-03;4;0,26;App;11.11
O01974;C0953;P255;2024-02-20;1;0,28;Shopee;Ramadhan
O01975;C0846;P065;2024-01-21;5;0,15;App;None
O01976;C0215;P088;2025-07-18;3;0,09;Website;None
O01977;C0424;P053;2025-10-07;4;0,31;App;Ramadhan
O01978;C0078;P147;2025-02-09;5;0,03;App;12.12
O01979;C0711;P095;2025-01-28;1;0,22;Shopee;12.12
O01980;C0407;P115;2024-09-17;4;0,18;Shopee;11.11
O01981;C0902;P014;2024-03-20;3;0,15;Shopee;12.12
O01982;C0613;P191;2025-07-26;2;0,07;Website;None
O01983;C0741;P024;2025-02-15;4;0,19;Shopee;None
O01984;C0069;P047;2025-11-22;3;0,02;Shopee;11.11
O01985;C0098;P236;2024-04-04;3;0,14;Website;None
O01986;C0069;P094;2024-07-03;4;0,03;App;11.11
O01987;C0606;P266;2024-11-05;1;0,22;Shopee;Ramadhan
O01988;C0111;P177;2024-11-21;1;0,07;Tokopedia;None
O01989;C0277;P047;2024-03-05;3;0,11;Shopee;12.12
O01990;C0451;P231;2025-05-28;3;0,19;App;Ramadhan
O01991;C0361;P184;2025-07-15;5;0,31;Shopee;Ramadhan
O01992;C0737;P215;2024-03-17;2;0,22;App;Ramadhan
O01993;C0287;P256;2024-05-04;2;0,25;Tokopedia;None
O01994;C0231;P119;2024-05-30;1;0,28;Shopee;11.11
O01995;C0017;P247;2025-06-17;4;0,08;Website;Ramadhan
O01996;C0113;P283;2025-09-02;5;0,08;App;Ramadhan
O01997;C0420;P146;2024-09-25;3;0,09;Tokopedia;11.11
O01998;C0209;P080;2024-08-07;1;0,23;Tokopedia;None
O01999;C0983;P132;2025-11-02;1;0,04;Website;Ramadhan
O02000;C0198;P216;2024-01-25;2;0,34;Tokopedia;12.12
O02001;C0734;P264;2025-04-12;4;0,08;Website;Ramadhan
O02002;C0932;P186;2025-12-19;5;0,25;Tokopedia;None
O02003;C0031;P153;2025-12-13;2;0,15;App;11.11
O02004;C0047;P197;2024-08-16;4;0,08;App;11.11
O02005;C0342;P104;2024-07-27;1;0,26;Tokopedia;11.11
O02006;C0019;P028;2024-11-20;5;0,26;Tokopedia;11.11
O02007;C0945;P253;2025-11-20;4;0,01;App;Ramadhan
O02008;C0940;P138;2025-06-30;1;0,07;Website;Ramadhan
O02009;C0292;P253;2025-05-01;1;0,13;App;Ramadhan
O02010;C0190;P050;2025-03-01;2;0,07;Shopee;12.12
O02011;C0520;P272;2024-03-31;1;0,04;Tokopedia;Ramadhan
O02012;C0957;P260;2025-10-05;1;0,14;Website;12.12
O02013;C0769;P237;2024-08-05;4;0,32;Tokopedia;Ramadhan
O02014;C0058;P094;2024-12-29;3;0,38;Shopee;None
O02015;C0256;P056;2025-06-20;5;0,09;Tokopedia;Ramadhan
O02016;C0954;P060;2024-06-17;2;0,19;App;12.12
O02017;C0424;P299;2024-02-06;1;0,18;Shopee;Ramadhan
O02018;C0557;P231;2025-10-06;3;0,02;Shopee;None
O02019;C0735;P092;2024-08-30;5;0,3;App;11.11
O02020;C0788;P192;2024-03-18;1;0,14;Shopee;Ramadhan
O02021;C0909;P077;2025-11-15;5;0,34;App;12.12
O02022;C0113;P273;2025-08-21;3;0,1;Tokopedia;12.12
O02023;C0467;P225;2024-08-18;3;0,16;App;11.11
O02024;C0809;P118;2025-06-30;3;0,38;Website;None
O02025;C0042;P210;2025-03-01;4;0,01;Shopee;None
O02026;C0662;P268;2025-04-14;1;0,09;Shopee;Ramadhan
O02027;C0641;P239;2025-12-15;3;0,31;Tokopedia;None
O02028;C0262;P110;2024-04-11;5;0,16;App;11.11
O02029;C0745;P192;2025-09-03;1;0,17;Website;11.11
O02030;C0734;P145;2025-03-22;1;0,37;App;12.12
O02031;C0951;P297;2024-08-30;1;0,11;App;None
O02032;C0260;P182;2025-04-11;1;0,06;App;Ramadhan
O02033;C0686;P296;2024-10-05;5;0,35;App;11.11
O02034;C0518;P041;2025-09-19;4;0,18;Website;11.11
O02035;C0270;P092;2024-09-19;1;0,26;Tokopedia;11.11
O02036;C0691;P246;2024-08-08;4;0,25;App;None
O02037;C0824;P129;2024-01-27;1;0,26;Tokopedia;None
O02038;C0210;P091;2024-08-26;3;0,1;Website;None
O02039;C0101;P055;2024-11-07;5;0,14;Tokopedia;None
O02040;C0477;P162;2024-01-08;3;0,08;App;Ramadhan
O02041;C0581;P141;2025-07-29;2;0,16;Tokopedia;11.11
O02042;C0998;P030;2024-11-27;4;0;App;12.12
O02043;C0010;P288;2024-07-13;5;0,15;Shopee;Ramadhan
O02044;C0898;P005;2025-03-15;4;0,29;Shopee;11.11
O02045;C0600;P270;2025-06-18;1;0,32;Tokopedia;12.12
O02046;C0393;P264;2024-04-14;5;0,2;Tokopedia;Ramadhan
O02047;C0345;P243;2024-08-12;3;0,37;Website;11.11
O02048;C0253;P155;2024-08-13;3;0,21;App;12.12
O02049;C0925;P057;2024-06-03;2;0,16;App;Ramadhan
O02050;C0638;P215;2025-11-02;5;0,14;Website;11.11
O02051;C0494;P225;2024-03-08;5;0,23;Shopee;11.11
O02052;C0830;P038;2025-01-20;4;0,16;Tokopedia;11.11
O02053;C0157;P118;2025-11-06;2;0,38;Website;11.11
O02054;C0148;P179;2025-12-19;5;0,25;Shopee;12.12
O02055;C0892;P077;2024-02-13;5;0,01;Tokopedia;None
O02056;C0006;P266;2025-11-27;5;0,07;Shopee;11.11
O02057;C0753;P132;2025-05-10;3;0,23;Tokopedia;11.11
O02058;C0862;P210;2025-08-16;5;0,2;Website;Ramadhan
O02059;C0340;P048;2024-09-14;1;0,31;Tokopedia;12.12
O02060;C0818;P184;2024-06-10;3;0,32;Tokopedia;12.12
O02061;C0796;P098;2025-09-12;2;0,29;Website;11.11
O02062;C0348;P210;2025-10-16;3;0,05;Website;11.11
O02063;C0177;P122;2025-10-26;1;0,34;Tokopedia;11.11
O02064;C0724;P294;2024-11-11;3;0,25;Tokopedia;11.11
O02065;C0304;P004;2025-02-01;2;0,13;Tokopedia;Ramadhan
O02066;C0047;P161;2025-08-29;4;0,25;App;None
O02067;C0090;P146;2025-04-24;2;0,4;App;Ramadhan
O02068;C0391;P124;2024-07-04;4;0,08;Website;11.11
O02069;C0596;P015;2024-11-26;1;0,25;Tokopedia;12.12
