Order_ID;Courier;Shipping_Days;Status
O02024;SiCepat;6;Late
O02025;J&T;1;Delivered
O02026;JNE;2;Delivered
O02027;JNE;4;Delivered
O02028;J&T;2;Delivered
O02029;SiCepat;4;Delivered
O02030;AnterAja;3;Delivered
O02031;AnterAja;9;Delivered
O02032;J&T;8;Late
O02033;J&T;8;Delivered
O02034;SiCepat;7;Delivered
O02035;J&T;2;Delivered
O02036;J&T;9;Late
O02037;SiCepat;5;Delivered
O02038;AnterAja;9;Delivered
O02039;J&T;7;Delivered
O02040;SiCepat;1;Delivered
O02041;JNE;2;Delivered
O02042;SiCepat;1;Delivered
O02043;AnterAja;3;Delivered
O02044;SiCepat;8;Delivered
O02045;JNE;6;Cancelled
O02046;JNE;3;Delivered
O02047;JNE;9;Delivered
O02048;JNE;2;Delivered
O02049;JNE;6;Delivered
O02050;JNE;7;Late
O02051;J&T;1;Delivered
O02052;JNE;5;Delivered
O02053;J&T;1;Cancelled
O02054;AnterAja;6;Delivered
O02055;SiCepat;5;Delivered
O02056;J&T;7;Delivered
O02057;SiCepat;8;Delivered
O02058;AnterAja;10;Delivered
O02059;J&T;6;Delivered
O02060;JNE;8;Delivered
O02061;JNE;6;Delivered
O02062;JNE;8;Delivered
O02063;AnterAja;1;Delivered
O02064;AnterAja;4;Delivered
O02065;SiCepat;9;Delivered
O02066;J&T;9;Delivered
O02067;JNE;2;Delivered
O02068;AnterAja;5;Delivered
O02069;J&T;8;Delivered
O02070;JNE;7;Delivered
O02071;SiCepat;4;Delivered
O02072;SiCepat;7;Delivered
O02073;AnterAja;1;Late
O02074;AnterAja;1;Delivered
O02075;J&T;8;Delivered
O02076;AnterAja;10;Delivered
O02077;SiCepat;3;Delivered
O02078;J&T;5;Late
O02079;AnterAja;7;Delivered
O02080;AnterAja;5;Cancelled
O02081;JNE;6;Delivered
O02082;SiCepat;7;Delivered
O02083;SiCepat;1;Delivered
O02084;JNE;9;Delivered
O02085;J&T;1;Delivered
O02086;SiCepat;8;Delivered
O02087;AnterAja;4;Delivered
O02088;J&T;4;Delivered
O02089;SiCepat;3;Delivered
O02090;JNE;10;Delivered
O02091;J&T;5;Delivered
O02092;J&T;6;Delivered
O02093;SiCepat;6;Returned
O02094;J&T;8;Delivered
O02095;SiCepat;7;Delivered
O02096;JNE;6;Delivered
O02097;AnterAja;5;Late
O02098;J&T;3;Delivered
O02099;AnterAja;7;Delivered
O02100;AnterAja;4;Late
O02101;JNE;7;Late
O02102;JNE;4;Cancelled
O02103;AnterAja;1;Delivered
O02104;AnterAja;3;Delivered
O02105;J&T;5;Delivered
O02106;J&T;1;Delivered
O02107;J&T;2;Delivered
O02108;J&T;9;Delivered
O02109;AnterAja;5;Delivered
O02110;AnterAja;6;Late
O02111;AnterAja;7;Late
O02112;AnterAja;4;Delivered
O02113;J&T;7;Delivered
O02114;J&T;7;Delivered
O02115;JNE;4;Delivered
O02116;JNE;9;Cancelled
O02117;J&T;8;Late
O02118;SiCepat;3;Delivered
O02119;AnterAja;9;Returned
O02120;J&T;1;Delivered
O02121;J&T;2;Delivered
O02122;J&T;3;Delivered
O02123;SiCepat;8;Delivered
O02124;J&T;7;Delivered
O02125;J&T;3;Returned
O02126;SiCepat;4;Delivered
O02127;JNE;7;Delivered
O02128;JNE;1;Delivered
O02129;J&T;3;Delivered
O02130;SiCepat;1;Delivered
O02131;J&T;3;Delivered
O02132;AnterAja;3;Delivered
O02133;JNE;5;Delivered
O02134;JNE;6;Returned
O02135;SiCepat;9;Delivered
O02136;J&T;3;Delivered
O02137;J&T;8;Late
O02138;SiCepat;2;Delivered
O02139;SiCepat;5;Delivered
O02140;SiCepat;3;Delivered
O02141;AnterAja;8;Delivered
O02142;SiCepat;10;Delivered
O02143;JNE;6;Delivered
O02144;AnterAja;4;Delivered
O02145;J&T;5;Delivered
O02146;SiCepat;9;Delivered
O02147;JNE;2;Delivered
O02148;AnterAja;9;Delivered
O02149;JNE;6;Delivered
O02150;JNE;10;Delivered
O02151;J&T;3;Delivered
O02152;J&T;1;Cancelled
O02153;J&T;5;Delivered
O02154;AnterAja;5;Delivered
O02155;AnterAja;8;Delivered
O02156;AnterAja;1;Delivered
O02157;AnterAja;2;Delivered
O02158;AnterAja;4;Delivered
O02159;SiCepat;8;Delivered
O02160;SiCepat;10;Delivered
O02161;AnterAja;3;Delivered
O02162;SiCepat;4;Delivered
O02163;AnterAja;10;Delivered
O02164;J&T;1;Delivered
O02165;JNE;1;Late
O02166;AnterAja;10;Delivered
O02167;AnterAja;6;Delivered
O02168;J&T;1;Late
O02169;JNE;8;Delivered
O02170;J&T;10;Delivered
O02171;SiCepat;1;Delivered
O02172;JNE;10;Delivered
O02173;J&T;9;Delivered
O02174;AnterAja;10;Late
O02175;SiCepat;7;Cancelled
O02176;J&T;4;Delivered
O02177;SiCepat;1;Delivered
O02178;JNE;10;Delivered
O02179;SiCepat;3;Delivered
O02180;JNE;4;Delivered
O02181;J&T;5;Delivered
O02182;JNE;1;Delivered
O02183;J&T;9;Delivered
O02184;JNE;1;Delivered
O02185;SiCepat;9;Delivered
O02186;JNE;10;Late
O02187;J&T;2;Delivered
O02188;SiCepat;4;Cancelled
O02189;AnterAja;2;Delivered
O02190;AnterAja;7;Delivered
O02191;AnterAja;5;Delivered
O02192;SiCepat;1;Delivered
O02193;SiCepat;10;Delivered
O02194;JNE;3;Delivered
O02195;J&T;7;Delivered
O02196;SiCepat;6;Delivered
O02197;AnterAja;5;Delivered
O02198;SiCepat;7;Delivered
O02199;SiCepat;5;Delivered
O02200;J&T;7;Delivered
O02201;SiCepat;6;Delivered
O02202;JNE;10;Delivered
O02203;JNE;7;Delivered
O02204;J&T;5;Late
O02205;AnterAja;6;Delivered
O02206;AnterAja;5;Delivered
O02207;J&T;10;Delivered
O02208;J&T;10;Late
O02209;JNE;10;Delivered
O02210;AnterAja;6;Delivered
O02211;JNE;10;Delivered
O02212;JNE;1;Delivered
O02213;JNE;7;Delivered
O02214;J&T;6;Delivered
O02215;J&T;7;Delivered
O02216;AnterAja;7;Delivered
O02217;JNE;8;Late
O02218;J&T;2;Late
O02219;AnterAja;3;Delivered
O02220;J&T;8;Returned
O02221;AnterAja;7;Delivered
O02222;AnterAja;6;Delivered
O02223;JNE;5;Delivered
O02224;AnterAja;3;Delivered
O02225;SiCepat;2;Delivered
O02226;JNE;7;Delivered
O02227;JNE;6;Delivered
O02228;SiCepat;6;Delivered
O02229;JNE;8;Delivered
O02230;J&T;9;Delivered
O02231;SiCepat;6;Delivered
O02232;AnterAja;7;Delivered
O02233;JNE;10;Delivered
O02234;AnterAja;4;Delivered
O02235;JNE;10;Late
O02236;J&T;10;Delivered
O02237;SiCepat;1;Delivered
O02238;AnterAja;4;Delivered
O02239;AnterAja;4;Delivered
O02240;SiCepat;8;Delivered
O02241;SiCepat;8;Delivered
O02242;AnterAja;1;Delivered
O02243;JNE;4;Delivered
O02244;AnterAja;3;Delivered
O02245;SiCepat;10;Delivered
O02246;SiCepat;6;Delivered
O02247;SiCepat;4;Delivered
O02248;SiCepat;2;Delivered
O02249;AnterAja;7;Delivered
O02250;J&T;4;Delivered
O02251;AnterAja;9;Cancelled
O02252;SiCepat;1;Delivered
O02253;SiCepat;7;Cancelled
O02254;SiCepat;6;Delivered
O02255;SiCepat;9;Delivered
O02256;SiCepat;9;Delivered
O02257;SiCepat;8;Delivered
O02258;AnterAja;4;Delivered
O02259;AnterAja;1;Delivered
O02260;SiCepat;6;Late
O02261;AnterAja;10;Delivered
O02262;AnterAja;2;Delivered
O02263;JNE;10;Cancelled
O02264;AnterAja;5;Delivered
O02265;J&T;7;Delivered
O02266;JNE;1;Delivered
O02267;J&T;10;Delivered
O02268;SiCepat;3;Delivered
O02269;AnterAja;5;Delivered
O02270;J&T;7;Delivered
O02271;SiCepat;10;Delivered
O02272;J&T;4;Delivered
O02273;JNE;6;Delivered
O02274;J&T;6;Delivered
O02275;SiCepat;9;Late
O02276;J&T;7;Delivered
O02277;J&T;9;Delivered
O02278;J&T;2;Delivered
O02279;SiCepat;7;Delivered
O02280;AnterAja;5;Delivered
O02281;J&T;7;Cancelled
O02282;SiCepat;2;Delivered
O02283;SiCepat;8;Delivered
O02284;SiCepat;10;Delivered
O02285;JNE;10;Delivered
O02286;SiCepat;6;Delivered
O02287;SiCepat;8;Delivered
O02288;J&T;8;Late
O02289;JNE;4;Delivered
O02290;SiCepat;5;Delivered
O02291;AnterAja;2;Delivered
O02292;SiCepat;4;Delivered
O02293;AnterAja;1;Delivered
O02294;SiCepat;6;Delivered
O02295;J&T;3;Delivered
O02296;JNE;8;Delivered
O02297;JNE;5;Delivered
O02298;SiCepat;4;Delivered
O02299;SiCepat;2;Delivered
O02300;JNE;8;Delivered
O02301;SiCepat;3;Late
O02302;AnterAja;10;Delivered
O02303;SiCepat;6;Delivered
O02304;JNE;10;Delivered
O02305;AnterAja;10;Delivered
O02306;JNE;7;Delivered
O02307;AnterAja;9;Delivered
O02308;AnterAja;7;Delivered
O02309;JNE;4;Delivered
O02310;J&T;7;Late
O02311;J&T;4;Late
O02312;SiCepat;10;Delivered
O02313;SiCepat;4;Delivered
O02314;JNE;4;Late
O02315;JNE;3;Delivered
O02316;JNE;3;Delivered
O02317;AnterAja;2;Delivered
O02318;JNE;10;Delivered
O02319;SiCepat;2;Delivered
O02320;JNE;8;Delivered
O02321;SiCepat;10;Delivered
O02322;AnterAja;9;Delivered
O02323;AnterAja;10;Delivered
O02324;J&T;6;Delivered
O02325;AnterAja;9;Delivered
O02326;SiCepat;1;Delivered
O02327;AnterAja;7;Delivered
O02328;JNE;10;Delivered
O02329;JNE;2;Delivered
O02330;JNE;1;Delivered
O02331;J&T;10;Delivered
O02332;AnterAja;8;Returned
O02333;SiCepat;4;Delivered
O02334;J&T;6;Delivered
O02335;J&T;10;Delivered
O02336;SiCepat;3;Delivered
O02337;SiCepat;9;Delivered
O02338;AnterAja;10;Delivered
O02339;SiCepat;5;Delivered
O02340;JNE;3;Delivered
O02341;SiCepat;10;Delivered
O02342;AnterAja;9;Delivered
O02343;AnterAja;6;Delivered
O02344;JNE;9;Delivered
O02345;J&T;10;Delivered
O02346;J&T;9;Delivered
O02347;JNE;6;Delivered
O02348;AnterAja;6;Delivered
O02349;JNE;9;Delivered
O02350;SiCepat;6;Delivered
O02351;SiCepat;3;Late
O02352;J&T;4;Delivered
O02353;J&T;8;Delivered
O02354;J&T;1;Delivered
O02355;AnterAja;7;Delivered
O02356;SiCepat;8;Delivered
O02357;J&T;6;Delivered
O02358;J&T;3;Delivered
O02359;AnterAja;3;Delivered
O02360;JNE;9;Delivered
O02361;SiCepat;4;Delivered
O02362;J&T;8;Delivered
O02363;J&T;2;Delivered
O02364;AnterAja;8;Delivered
O02365;J&T;2;Returned
O02366;JNE;9;Delivered
O02367;AnterAja;8;Late
O02368;JNE;9;Late
O02369;J&T;3;Cancelled
O02370;AnterAja;2;Delivered
O02371;SiCepat;6;Delivered
O02372;JNE;5;Delivered
O02373;JNE;3;Delivered
O02374;JNE;2;Delivered
O02375;SiCepat;4;Late
O02376;SiCepat;5;Delivered
O02377;J&T;9;Delivered
O02378;J&T;2;Late
O02379;AnterAja;10;Delivered
O02380;AnterAja;4;Delivered
O02381;J&T;4;Cancelled
O02382;J&T;5;Delivered
O02383;SiCepat;2;Delivered
O02384;J&T;1;Delivered
O02385;J&T;1;Delivered
O02386;J&T;4;Delivered
O02387;JNE;7;Delivered
O02388;SiCepat;8;Late
O02389;AnterAja;4;Delivered
O02390;AnterAja;8;Delivered
O02391;JNE;10;Delivered
O02392;AnterAja;1;Cancelled
O02393;J&T;1;Returned
O02394;JNE;2;Delivered
O02395;JNE;7;Delivered
O02396;JNE;8;Delivered
O02397;JNE;6;Delivered
O02398;JNE;10;Delivered
O02399;SiCepat;3;Delivered
O02400;SiCepat;10;Delivered
O02401;AnterAja;6;Delivered
O02402;JNE;9;Delivered
O02403;AnterAja;7;Delivered
O02404;AnterAja;6;Delivered
O02405;J&T;7;Delivered
O02406;JNE;4;Delivered
O02407;J&T;1;Delivered
O02408;J&T;7;Delivered
O02409;SiCepat;10;Delivered
O02410;JNE;10;Cancelled
O02411;JNE;2;Delivered
O02412;SiCepat;2;Delivered
O02413;J&T;2;Delivered
O02414;SiCepat;6;Delivered
O02415;JNE;7;Delivered
O02416;J&T;8;Delivered
O02417;SiCepat;8;Delivered
O02418;SiCepat;2;Delivered
O02419;J&T;10;Delivered
O02420;JNE;6;Delivered
O02421;SiCepat;3;Delivered
O02422;SiCepat;9;Delivered
O02423;J&T;9;Delivered
O02424;J&T;2;Delivered
O02425;J&T;6;Delivered
O02426;AnterAja;2;Delivered
O02427;SiCepat;3;Delivered
O02428;SiCepat;4;Delivered
O02429;AnterAja;5;Delivered
O02430;SiCepat;7;Delivered
O02431;JNE;4;Delivered
O02432;SiCepat;4;Late
O02433;J&T;8;Delivered
O02434;JNE;5;Delivered
O02435;SiCepat;9;Delivered
O02436;J&T;3;Cancelled
O02437;AnterAja;2;Cancelled
O02438;AnterAja;1;Delivered
O02439;AnterAja;8;Delivered
O02440;J&T;8;Delivered
O02441;AnterAja;4;Delivered
O02442;JNE;6;Delivered
O02443;J&T;2;Delivered
O02444;J&T;6;Delivered
O02445;JNE;10;Delivered
O02446;SiCepat;2;Delivered
O02447;SiCepat;9;Delivered
O02448;J&T;8;Delivered
O02449;J&T;6;Delivered
O02450;AnterAja;8;Delivered
O02451;J&T;2;Delivered
O02452;JNE;7;Delivered
O02453;JNE;4;Delivered
O02454;J&T;5;Delivered
O02455;AnterAja;3;Delivered
O02456;AnterAja;2;Delivered
O02457;JNE;1;Delivered
O02458;J&T;10;Delivered
O02459;SiCepat;7;Delivered
O02460;J&T;2;Returned
O02461;AnterAja;5;Delivered
O02462;SiCepat;8;Returned
O02463;AnterAja;1;Delivered
O02464;JNE;3;Delivered
O02465;JNE;5;Delivered
O02466;SiCepat;1;Late
O02467;J&T;3;Delivered
O02468;JNE;9;Delivered
O02469;AnterAja;7;Delivered
O02470;AnterAja;1;Delivered
O02471;AnterAja;3;Delivered
O02472;J&T;7;Delivered
O02473;JNE;5;Delivered
O02474;SiCepat;1;Delivered
O02475;J&T;2;Delivered
O02476;AnterAja;10;Delivered
O02477;J&T;8;Delivered
O02478;JNE;9;Delivered
O02479;JNE;10;Delivered
O02480;AnterAja;6;Delivered
O02481;AnterAja;8;Delivered
O02482;J&T;5;Delivered
O02483;JNE;5;Delivered
O02484;J&T;1;Delivered
O02485;SiCepat;4;Delivered
O02486;AnterAja;9;Delivered
O02487;JNE;2;Delivered
O02488;J&T;7;Delivered
O02489;J&T;5;Late
O02490;J&T;2;Delivered
O02491;AnterAja;10;Delivered
O02492;SiCepat;6;Delivered
O02493;SiCepat;10;Delivered
O02494;J&T;9;Delivered
O02495;SiCepat;4;Delivered
O02496;AnterAja;9;Delivered
O02497;SiCepat;3;Delivered
O02498;SiCepat;7;Delivered
O02499;AnterAja;9;Cancelled
O02500;JNE;6;Delivered
O02501;AnterAja;6;Delivered
O02502;SiCepat;3;Cancelled
O02503;SiCepat;7;Delivered
O02504;SiCepat;6;Late
O02505;SiCepat;8;Delivered
O02506;SiCepat;5;Delivered
O02507;AnterAja;6;Delivered
O02508;JNE;5;Delivered
O02509;SiCepat;8;Delivered
O02510;J&T;2;Delivered
O02511;JNE;1;Delivered
O02512;J&T;5;Delivered
O02513;JNE;4;Delivered
O02514;JNE;9;Delivered
O02515;AnterAja;8;Late
O02516;AnterAja;7;Delivered
O02517;SiCepat;2;Delivered
O02518;JNE;6;Delivered
O02519;AnterAja;4;Late
O02520;AnterAja;7;Delivered
O02521;JNE;7;Delivered
O02522;SiCepat;7;Delivered
O02523;JNE;5;Delivered
O02524;SiCepat;1;Delivered
O02525;SiCepat;6;Delivered
O02526;AnterAja;8;Delivered
O02527;SiCepat;8;Delivered
O02528;J&T;9;Delivered
O02529;J&T;5;Delivered
O02530;JNE;9;Delivered
O02531;J&T;4;Delivered
O02532;JNE;9;Delivered
O02533;SiCepat;4;Delivered
O02534;J&T;10;Delivered
O02535;J&T;6;Delivered
O02536;AnterAja;3;Delivered
O02537;SiCepat;1;Delivered
O02538;SiCepat;4;Delivered
O02539;SiCepat;7;Delivered
O02540;AnterAja;2;Returned
O02541;AnterAja;2;Delivered
O02542;SiCepat;9;Delivered
O02543;JNE;4;Delivered
O02544;J&T;1;Delivered
O02545;J&T;8;Delivered
O02546;JNE;7;Delivered
O02547;AnterAja;10;Delivered
O02548;J&T;9;Delivered
O02549;JNE;8;Delivered
O02550;SiCepat;5;Delivered
O02551;SiCepat;2;Delivered
O02552;J&T;1;Delivered
O02553;AnterAja;1;Delivered
O02554;SiCepat;8;Delivered
O02555;JNE;4;Delivered
O02556;JNE;5;Delivered
O02557;SiCepat;9;Cancelled
O02558;J&T;3;Delivered
O02559;SiCepat;4;Late
O02560;JNE;6;Delivered
O02561;JNE;4;Delivered
O02562;J&T;6;Delivered
O02563;J&T;2;Delivered
O02564;J&T;6;Delivered
O02565;J&T;10;Late
O02566;SiCepat;2;Cancelled
O02567;AnterAja;4;Delivered
O02568;JNE;4;Delivered
O02569;SiCepat;10;Delivered
O02570;JNE;6;Delivered
O02571;SiCepat;7;Delivered
O02572;SiCepat;10;Delivered
O02573;AnterAja;2;Delivered
O02574;SiCepat;10;Delivered
O02575;JNE;3;Delivered
O02576;J&T;3;Delivered
O02577;JNE;9;Delivered
O02578;SiCepat;6;Delivered
O02579;J&T;5;Delivered
O02580;SiCepat;7;Delivered
O02581;AnterAja;6;Delivered
O02582;J&T;9;Delivered
O02583;JNE;10;Delivered
O02584;AnterAja;2;Delivered
O02585;J&T;1;Late
O02586;AnterAja;2;Late
O02587;JNE;1;Delivered
O02588;SiCepat;9;Delivered
O02589;SiCepat;4;Late
O02590;SiCepat;8;Delivered
O02591;SiCepat;8;Delivered
O02592;JNE;7;Delivered
O02593;J&T;8;Delivered
O02594;JNE;3;Delivered
O02595;AnterAja;9;Delivered
O02596;AnterAja;1;Delivered
O02597;SiCepat;1;Delivered
O02598;J&T;7;Delivered
O02599;SiCepat;7;Delivered
O02600;J&T;1;Cancelled
O02601;AnterAja;6;Delivered
O02602;J&T;9;Delivered
O02603;J&T;3;Delivered
O02604;JNE;7;Delivered
O02605;AnterAja;4;Delivered
O02606;SiCepat;2;Delivered
O02607;JNE;3;Delivered
O02608;SiCepat;10;Delivered
O02609;J&T;3;Delivered
O02610;SiCepat;10;Delivered
O02611;SiCepat;1;Delivered
O02612;SiCepat;1;Delivered
O02613;AnterAja;10;Cancelled
O02614;SiCepat;1;Delivered
O02615;J&T;6;Delivered
O02616;SiCepat;6;Delivered
O02617;AnterAja;10;Delivered
O02618;SiCepat;8;Delivered
O02619;SiCepat;4;Delivered
O02620;J&T;8;Delivered
O02621;J&T;4;Delivered
O02622;J&T;6;Delivered
O02623;J&T;5;Delivered
O02624;AnterAja;1;Delivered
O02625;J&T;3;Delivered
O02626;JNE;2;Delivered
O02627;JNE;8;Delivered
O02628;SiCepat;9;Delivered
O02629;J&T;5;Delivered
O02630;JNE;4;Delivered
O02631;SiCepat;5;Cancelled
O02632;SiCepat;2;Delivered
O02633;AnterAja;5;Delivered
O02634;AnterAja;4;Delivered
O02635;SiCepat;3;Late
O02636;SiCepat;1;Delivered
O02637;J&T;9;Delivered
O02638;J&T;1;Delivered
O02639;J&T;9;Delivered
O02640;J&T;6;Delivered
O02641;AnterAja;3;Returned
O02642;J&T;8;Delivered
O02643;J&T;8;Delivered
O02644;SiCepat;10;Delivered
O02645;SiCepat;9;Delivered
O02646;JNE;1;Delivered
O02647;J&T;5;Delivered
O02648;SiCepat;1;Delivered
O02649;AnterAja;10;Delivered
O02650;SiCepat;3;Delivered
O02651;J&T;10;Delivered
O02652;J&T;7;Delivered
O02653;SiCepat;5;Delivered
O02654;JNE;9;Delivered
O02655;SiCepat;4;Delivered
O02656;JNE;1;Delivered
O02657;JNE;3;Delivered
O02658;AnterAja;8;Delivered
O02659;SiCepat;5;Cancelled
O02660;SiCepat;4;Delivered
O02661;J&T;5;Delivered
O02662;SiCepat;3;Delivered
O02663;AnterAja;8;Delivered
O02664;AnterAja;6;Delivered
O02665;JNE;3;Delivered
O02666;SiCepat;4;Delivered
O02667;SiCepat;4;Delivered
O02668;JNE;7;Delivered
O02669;JNE;3;Delivered
O02670;JNE;10;Delivered
O02671;SiCepat;6;Delivered
O02672;AnterAja;10;Delivered
O02673;JNE;3;Late
O02674;J&T;7;Delivered
O02675;JNE;10;Delivered
O02676;J&T;8;Delivered
O02677;J&T;7;Late
O02678;AnterAja;6;Delivered
O02679;AnterAja;6;Delivered
O02680;JNE;6;Delivered
O02681;J&T;5;Delivered
O02682;AnterAja;8;Late
O02683;AnterAja;1;Delivered
O02684;AnterAja;3;Delivered
O02685;AnterAja;1;Delivered
O02686;SiCepat;7;Delivered
O02687;SiCepat;7;Delivered
O02688;AnterAja;8;Late
O02689;AnterAja;9;Delivered
O02690;J&T;6;Delivered
O02691;JNE;2;Cancelled
O02692;JNE;3;Delivered
O02693;SiCepat;9;Late
O02694;JNE;10;Delivered
O02695;JNE;5;Cancelled
O02696;JNE;6;Delivered
O02697;JNE;1;Delivered
O02698;AnterAja;5;Delivered
O02699;AnterAja;6;Cancelled
O02700;J&T;6;Delivered
O02701;SiCepat;3;Cancelled
O02702;AnterAja;6;Delivered
O02703;SiCepat;9;Late
O02704;AnterAja;6;Delivered
O02705;SiCepat;4;Delivered
O02706;JNE;2;Delivered
O02707;J&T;9;Delivered
O02708;AnterAja;8;Delivered
O02709;AnterAja;1;Delivered
O02710;SiCepat;10;Late
O02711;J&T;9;Delivered
O02712;AnterAja;4;Delivered
O02713;SiCepat;10;Delivered
O02714;SiCepat;10;Cancelled
O02715;J&T;9;Delivered
O02716;SiCepat;9;Delivered
O02717;JNE;2;Late
O02718;AnterAja;2;Delivered
O02719;J&T;4;Delivered
O02720;SiCepat;7;Delivered
O02721;J&T;5;Delivered
O02722;JNE;10;Delivered
O02723;JNE;9;Returned
O02724;J&T;8;Delivered
O02725;J&T;4;Delivered
O02726;SiCepat;9;Delivered
O02727;JNE;2;Delivered
O02728;SiCepat;1;Cancelled
O02729;AnterAja;1;Delivered
O02730;AnterAja;4;Delivered
O02731;AnterAja;3;Delivered
O02732;AnterAja;3;Returned
O02733;JNE;9;Delivered
O02734;JNE;2;Cancelled
O02735;JNE;4;Delivered
O02736;AnterAja;7;Delivered
O02737;SiCepat;9;Delivered
O02738;AnterAja;8;Delivered
O02739;SiCepat;3;Delivered
O02740;SiCepat;9;Delivered
O02741;AnterAja;6;Delivered
O02742;AnterAja;8;Delivered
O02743;AnterAja;4;Late
O02744;J&T;7;Returned
O02745;AnterAja;1;Delivered
O02746;AnterAja;2;Delivered
O02747;JNE;10;Delivered
O02748;SiCepat;2;Delivered
O02749;J&T;4;Delivered
O02750;JNE;6;Delivered
O02751;JNE;6;Delivered
O02752;AnterAja;3;Delivered
O02753;J&T;2;Delivered
O02754;AnterAja;1;Delivered
O02755;SiCepat;10;Delivered
O02756;SiCepat;7;Delivered
O02757;J&T;10;Returned
O02758;SiCepat;4;Late
O02759;SiCepat;2;Delivered
O02760;J&T;3;Delivered
O02761;JNE;2;Delivered
O02762;JNE;9;Delivered
O02763;JNE;8;Delivered
O02764;AnterAja;10;Delivered
O02765;J&T;1;Delivered
O02766;SiCepat;4;Delivered
O02767;SiCepat;8;Delivered
O02768;SiCepat;1;Delivered
O02769;JNE;6;Delivered
O02770;JNE;10;Delivered
O02771;JNE;3;Delivered
O02772;JNE;4;Delivered
O02773;AnterAja;9;Late
O02774;J&T;8;Late
O02775;AnterAja;6;Delivered
O02776;J&T;8;Delivered
O02777;J&T;1;Returned
O02778;SiCepat;5;Delivered
O02779;AnterAja;2;Delivered
O02780;AnterAja;2;Delivered
O02781;J&T;4;Delivered
O02782;AnterAja;8;Delivered
O02783;SiCepat;4;Cancelled
O02784;JNE;10;Delivered
O02785;JNE;5;Delivered
O02786;AnterAja;4;Delivered
O02787;JNE;1;Delivered
O02788;JNE;2;Delivered
O02789;AnterAja;8;Delivered
O02790;J&T;6;Delivered
O02791;J&T;1;Delivered
O02792;J&T;4;Delivered
O02793;SiCepat;7;Delivered
O02794;J&T;3;Delivered
O02795;SiCepat;4;Delivered
O02796;J&T;7;Returned
O02797;SiCepat;5;Delivered
O02798;JNE;3;Delivered
O02799;AnterAja;7;Delivered
O02800;J&T;8;Cancelled
O02801;JNE;1;Delivered
O02802;J&T;9;Delivered
O02803;JNE;8;Delivered
O02804;SiCepat;7;Delivered
O02805;JNE;8;Delivered
O02806;JNE;3;Delivered
O02807;SiCepat;1;Delivered
O02808;J&T;1;Delivered
O02809;SiCepat;1;Delivered
O02810;SiCepat;8;Delivered
O02811;J&T;9;Delivered
O02812;SiCepat;4;Cancelled
O02813;AnterAja;6;Delivered
O02814;AnterAja;7;Delivered
O02815;AnterAja;10;Delivered
O02816;JNE;4;Delivered
O02817;JNE;6;Delivered
O02818;JNE;10;Delivered
O02819;JNE;2;Delivered
O02820;SiCepat;5;Delivered
O02821;JNE;7;Late
O02822;J&T;9;Delivered
O02823;JNE;4;Delivered
O02824;AnterAja;1;Delivered
O02825;SiCepat;7;Delivered
O02826;J&T;10;Delivered
O02827;J&T;2;Delivered
O02828;SiCepat;1;Delivered
O02829;SiCepat;10;Late
O02830;SiCepat;6;Delivered
O02831;JNE;10;Delivered
O02832;AnterAja;5;Delivered
O02833;JNE;4;Delivered
O02834;AnterAja;10;Delivered
O02835;JNE;2;Delivered
O02836;AnterAja;7;Delivered
O02837;AnterAja;10;Delivered
O02838;J&T;7;Delivered
O02839;JNE;2;Delivered
O02840;J&T;10;Delivered
O02841;SiCepat;8;Delivered
O02842;AnterAja;9;Delivered
O02843;JNE;10;Delivered
O02844;SiCepat;5;Delivered
O02845;AnterAja;9;Cancelled
O02846;SiCepat;5;Late
O02847;AnterAja;3;Delivered
O02848;AnterAja;3;Delivered
O02849;AnterAja;5;Delivered
O02850;JNE;7;Delivered
O02851;SiCepat;4;Delivered
O02852;JNE;4;Delivered
O02853;JNE;4;Delivered
O02854;J&T;7;Delivered
O02855;J&T;2;Delivered
O02856;SiCepat;5;Late
O02857;JNE;6;Delivered
O02858;JNE;10;Delivered
O02859;J&T;10;Delivered
O02860;AnterAja;4;Returned
O02861;AnterAja;8;Delivered
O02862;JNE;1;Delivered
O02863;J&T;9;Delivered
O02864;JNE;5;Delivered
O02865;AnterAja;6;Delivered
O02866;JNE;1;Delivered
O02867;AnterAja;4;Delivered
O02868;JNE;8;Late
O02869;AnterAja;5;Delivered
O02870;AnterAja;9;Delivered
O02871;JNE;6;Delivered
O02872;SiCepat;3;Delivered
O02873;SiCepat;5;Delivered
O02874;J&T;5;Delivered
O02875;J&T;4;Delivered
O02876;JNE;8;Delivered
O02877;SiCepat;1;Delivered
O02878;J&T;7;Late
O02879;AnterAja;8;Cancelled
O02880;SiCepat;8;Delivered
O02881;SiCepat;2;Delivered
O02882;SiCepat;3;Delivered
O02883;SiCepat;4;Delivered
O02884;AnterAja;7;Delivered
O02885;SiCepat;3;Delivered
O02886;AnterAja;2;Delivered
O02887;JNE;8;Returned
O02888;AnterAja;1;Delivered
O02889;JNE;5;Delivered
O02890;J&T;1;Delivered
O02891;SiCepat;8;Delivered
O02892;J&T;1;Delivered
O02893;J&T;3;Delivered
O02894;JNE;8;Returned
O02895;AnterAja;7;Delivered
O02896;J&T;7;Delivered
O02897;AnterAja;5;Delivered
O02898;AnterAja;4;Returned
O02899;JNE;1;Delivered
O02900;J&T;3;Delivered
O02901;AnterAja;1;Delivered
O02902;SiCepat;9;Delivered
