Customer_ID;Customer_Name;Gender;Age;City;Join_Date;Membership
C0442;Customer 442;Male;50;Jakarta;2023-12-09;Gold
C0443;Customer 443;Female;53;Medan;2023-05-15;Gold
C0444;Customer 444;Male;41;Bandung;2024-07-02;Silver
C0445;Customer 445;Female;43;Jakarta;2023-10-10;Gold
C0446;Customer 446;Female;60;Medan;2023-09-29;Silver
C0447;Customer 447;Male;44;Bandung;2023-01-12;Gold
C0448;Customer 448;Female;49;Jakarta;2024-04-27;Gold
C0449;Customer 449;Female;56;Bandung;2023-02-08;Silver
C0450;Customer 450;Female;44;Bandung;2024-09-19;Silver
C0451;Customer 451;Female;53;Jakarta;2024-08-09;Gold
C0452;Customer 452;Female;33;Semarang;2023-06-02;Platinum
C0453;Customer 453;Female;52;Surabaya;2024-12-21;Gold
C0454;Customer 454;Male;45;Medan;2024-07-11;Gold
C0455;Customer 455;Female;27;Jakarta;2023-10-14;Gold
C0456;Customer 456;Female;39;Bandung;2024-07-08;Platinum
C0457;Customer 457;Male;18;Medan;2024-01-15;Gold
C0458;Customer 458;Male;52;Semarang;2023-03-10;Silver
C0459;Customer 459;Female;52;Medan;2024-03-11;Gold
C0460;Customer 460;Female;57;Medan;2024-09-16;Gold
C0461;Customer 461;Male;46;Surabaya;2023-10-22;Platinum
C0462;Customer 462;Male;20;Jakarta;2024-12-07;Silver
C0463;Customer 463;Female;52;Bandung;2023-12-03;Platinum
C0464;Customer 464;Female;59;Jakarta;2023-06-28;Gold
C0465;Customer 465;Female;58;Medan;2024-09-25;Silver
C0466;Customer 466;Female;18;Bandung;2024-06-26;Gold
C0467;Customer 467;Male;28;Semarang;2023-05-22;Silver
C0468;Customer 468;Male;55;Medan;2024-07-09;Platinum
C0469;Customer 469;Female;50;Semarang;2024-01-14;Gold
C0470;Customer 470;Male;54;Bandung;2023-03-26;Silver
C0471;Customer 471;Male;55;Bandung;2023-08-30;Platinum
C0472;Customer 472;Male;34;Semarang;2023-11-02;Gold
C0473;Customer 473;Male;45;Bandung;2023-06-07;Gold
C0474;Customer 474;Female;59;Jakarta;2023-07-31;Gold
C0475;Customer 475;Female;58;Semarang;2024-04-04;Silver
C0476;Customer 476;Male;57;Semarang;2024-04-25;Gold
C0477;Customer 477;Male;52;Surabaya;2023-05-30;Platinum
C0478;Customer 478;Male;32;Semarang;2023-10-10;Silver
C0479;Customer 479;Male;48;Bandung;2023-12-14;Gold
C0480;Customer 480;Female;22;Semarang;2023-10-17;Gold
C0481;Customer 481;Male;37;Surabaya;2024-10-24;Platinum
C0482;Customer 482;Female;34;Medan;2024-09-02;Gold
C0483;Customer 483;Female;55;Medan;2024-06-06;Platinum
C0484;Customer 484;Male;60;Jakarta;2023-06-04;Silver
C0485;Customer 485;Female;24;Medan;2023-04-23;Gold
C0486;Customer 486;Female;27;Bandung;2024-06-04;Gold
C0487;Customer 487;Female;22;Jakarta;2024-06-07;Silver
C0488;Customer 488;Male;44;Bandung;2024-12-14;Gold
C0489;Customer 489;Male;19;Semarang;2023-09-02;Silver
C0490;Customer 490;Male;42;Surabaya;2023-02-02;Gold
C0491;Customer 491;Male;39;Medan;2023-02-25;Platinum
C0492;Customer 492;Female;19;Semarang;2023-10-06;Gold
C0493;Customer 493;Female;18;Jakarta;2023-09-15;Platinum
C0494;Customer 494;Female;41;Jakarta;2023-08-03;Silver
C0495;Customer 495;Female;39;Semarang;2023-04-17;Platinum
C0496;Customer 496;Female;32;Medan;2023-07-31;Silver
C0497;Customer 497;Male;58;Jakarta;2024-08-31;Platinum
C0498;Customer 498;Female;34;Bandung;2023-02-14;Platinum
C0499;Customer 499;Male;50;Jakarta;2023-09-08;Gold
C0500;Customer 500;Male;31;Bandung;2023-11-14;Silver
C0501;Customer 501;Male;52;Bandung;2024-08-28;Gold
C0502;Customer 502;Female;42;Bandung;2024-10-02;Gold
C0503;Customer 503;Female;36;Medan;2023-03-20;Gold
C0504;Customer 504;Male;53;Semarang;2024-03-28;Platinum
C0505;Customer 505;Female;21;Medan;2023-11-14;Silver
C0506;Customer 506;Female;34;Medan;2023-04-24;Silver
C0507;Customer 507;Female;27;Bandung;2024-07-05;Silver
C0508;Customer 508;Female;57;Surabaya;2024-06-19;Silver
C0509;Customer 509;Male;55;Jakarta;2023-05-14;Gold
C0510;Customer 510;Female;21;Bandung;2024-07-05;Gold
C0511;Customer 511;Male;19;Bandung;2024-07-05;Platinum
C0512;Customer 512;Male;19;Surabaya;2023-12-20;Silver
C0513;Customer 513;Female;25;Semarang;2023-10-20;Silver
C0514;Customer 514;Female;21;Bandung;2023-10-25;Platinum
C0515;Customer 515;Female;55;Jakarta;2024-02-24;Gold
C0516;Customer 516;Female;24;Medan;2024-11-29;Silver
C0517;Customer 517;Male;22;Bandung;2023-03-11;Platinum
C0518;Customer 518;Male;38;Surabaya;2024-07-30;Silver
C0519;Customer 519;Female;46;Surabaya;2023-07-17;Gold
C0520;Customer 520;Female;51;Medan;2024-11-17;Silver
C0521;Customer 521;Female;28;Medan;2023-11-04;Silver
C0522;Customer 522;Female;41;Surabaya;2023-02-02;Platinum
C0523;Customer 523;Female;25;Bandung;2023-08-10;Gold
C0524;Customer 524;Female;39;Medan;2023-10-14;Silver
C0525;Customer 525;Male;44;Medan;2023-03-19;Gold
C0526;Customer 526;Female;28;Semarang;2023-08-20;Silver
C0527;Customer 527;Male;22;Jakarta;2023-06-26;Silver
C0528;Customer 528;Female;31;Medan;2024-04-01;Platinum
C0529;Customer 529;Male;35;Jakarta;2023-10-12;Platinum
C0530;Customer 530;Male;46;Jakarta;2023-11-05;Platinum
C0531;Customer 531;Male;54;Jakarta;2024-09-16;Gold
C0532;Customer 532;Male;26;Medan;2024-01-22;Gold
C0533;Customer 533;Female;50;Jakarta;2023-10-21;Silver
C0534;Customer 534;Female;45;Medan;2023-01-07;Gold
C0535;Customer 535;Female;39;Medan;2024-11-26;Platinum
C0536;Customer 536;Male;55;Jakarta;2024-11-09;Platinum
C0537;Customer 537;Male;57;Jakarta;2024-10-02;Platinum
C0538;Customer 538;Male;37;Medan;2023-11-06;Silver
C0539;Customer 539;Female;59;Medan;2023-07-29;Gold
C0540;Customer 540;Female;20;Bandung;2023-04-29;Gold
C0541;Customer 541;Male;39;Bandung;2024-12-18;Platinum
C0542;Customer 542;Male;38;Jakarta;2023-02-21;Platinum
C0543;Customer 543;Male;36;Surabaya;2023-01-14;Platinum
C0544;Customer 544;Male;60;Bandung;2024-04-21;Silver
C0545;Customer 545;Male;19;Medan;2023-02-10;Gold
C0546;Customer 546;Female;34;Medan;2023-08-05;Gold
C0547;Customer 547;Female;30;Surabaya;2023-10-31;Gold
C0548;Customer 548;Female;34;Surabaya;2024-03-05;Silver
C0549;Customer 549;Female;53;Surabaya;2024-01-20;Platinum
C0550;Customer 550;Female;42;Surabaya;2024-07-21;Platinum
C0551;Customer 551;Male;48;Semarang;2024-10-21;Platinum
C0552;Customer 552;Male;50;Surabaya;2023-12-08;Gold
C0553;Customer 553;Female;33;Jakarta;2024-05-13;Gold
C0554;Customer 554;Female;40;Semarang;2024-07-30;Silver
C0555;Customer 555;Male;38;Bandung;2024-03-29;Silver
C0556;Customer 556;Male;27;Jakarta;2023-09-22;Silver
C0557;Customer 557;Male;54;Jakarta;2023-03-28;Platinum
C0558;Customer 558;Female;50;Surabaya;2023-07-29;Platinum
C0559;Customer 559;Male;50;Bandung;2023-02-18;Platinum
C0560;Customer 560;Female;35;Medan;2023-06-02;Gold
C0561;Customer 561;Female;22;Bandung;2023-01-04;Gold
C0562;Customer 562;Male;21;Jakarta;2023-03-07;Gold
C0563;Customer 563;Male;34;Surabaya;2023-12-16;Silver
C0564;Customer 564;Male;41;Jakarta;2023-06-24;Silver
C0565;Customer 565;Male;28;Medan;2024-09-11;Platinum
C0566;Customer 566;Female;32;Bandung;2024-09-28;Gold
C0567;Customer 567;Male;54;Semarang;2024-11-03;Platinum
C0568;Customer 568;Female;20;Surabaya;2024-02-12;Silver
C0569;Customer 569;Female;56;Medan;2024-09-25;Platinum
C0570;Customer 570;Female;58;Surabaya;2023-06-19;Platinum
C0571;Customer 571;Male;40;Medan;2023-10-31;Gold
C0572;Customer 572;Female;39;Jakarta;2024-08-29;Platinum
C0573;Customer 573;Female;47;Semarang;2024-10-21;Platinum
C0574;Customer 574;Male;51;Medan;2024-06-15;Silver
C0575;Customer 575;Female;30;Jakarta;2024-10-19;Gold
C0576;Customer 576;Male;23;Surabaya;2024-03-24;Platinum
C0577;Customer 577;Male;21;Medan;2024-07-21;Platinum
C0578;Customer 578;Male;27;Surabaya;2024-05-04;Gold
C0579;Customer 579;Female;27;Bandung;2023-03-29;Silver
C0580;Customer 580;Female;39;Bandung;2023-12-21;Platinum
C0581;Customer 581;Male;22;Medan;2024-07-15;Silver
C0582;Customer 582;Male;41;Medan;2024-01-16;Platinum
C0583;Customer 583;Male;43;Semarang;2023-06-26;Platinum
C0584;Customer 584;Female;37;Semarang;2024-01-02;Gold
C0585;Customer 585;Male;58;Jakarta;2023-10-17;Gold
C0586;Customer 586;Male;33;Surabaya;2024-09-14;Silver
C0587;Customer 587;Male;38;Jakarta;2024-05-31;Gold
C0588;Customer 588;Male;19;Medan;2024-05-06;Platinum
C0589;Customer 589;Male;54;Surabaya;2023-09-24;Platinum
C0590;Customer 590;Male;32;Semarang;2023-07-06;Silver
C0591;Customer 591;Male;58;Medan;2024-03-13;Gold
C0592;Customer 592;Male;53;Surabaya;2023-01-11;Platinum
C0593;Customer 593;Male;39;Medan;2023-02-10;Gold
C0594;Customer 594;Female;19;Bandung;2024-09-15;Silver
C0595;Customer 595;Male;27;Bandung;2023-09-18;Silver
C0596;Customer 596;Male;60;Semarang;2023-01-15;Platinum
C0597;Customer 597;Female;54;Jakarta;2023-05-19;Platinum
C0598;Customer 598;Male;26;Medan;2023-12-26;Platinum
C0599;Customer 599;Male;24;Bandung;2024-05-15;Silver
C0600;Customer 600;Male;47;Jakarta;2024-09-24;Silver
C0601;Customer 601;Male;42;Jakarta;2023-10-16;Platinum
C0602;Customer 602;Female;34;Surabaya;2024-01-30;Gold
C0603;Customer 603;Female;43;Bandung;2024-07-10;Platinum
C0604;Customer 604;Male;36;Jakarta;2024-01-30;Gold
C0605;Customer 605;Female;58;Semarang;2023-09-03;Platinum
C0606;Customer 606;Female;53;Surabaya;2023-04-21;Silver
C0607;Customer 607;Female;27;Medan;2023-03-09;Silver
C0608;Customer 608;Female;52;Semarang;2023-05-19;Platinum
C0609;Customer 609;Male;52;Medan;2024-12-29;Gold
C0610;Customer 610;Male;25;Jakarta;2023-07-09;Silver
C0611;Customer 611;Female;53;Bandung;2024-03-02;Gold
C0612;Customer 612;Female;58;Jakarta;2023-06-30;Platinum
C0613;Customer 613;Female;45;Semarang;2024-04-07;Platinum
C0614;Customer 614;Female;47;Medan;2024-05-07;Silver
C0615;Customer 615;Female;30;Medan;2023-03-17;Platinum
C0616;Customer 616;Male;25;Medan;2024-01-09;Gold
C0617;Customer 617;Female;19;Jakarta;2023-01-25;Silver
C0618;Customer 618;Female;45;Jakarta;2024-12-23;Silver
C0619;Customer 619;Male;53;Medan;2023-10-29;Silver
C0620;Customer 620;Male;46;Bandung;2024-09-23;Platinum
C0621;Customer 621;Female;33;Bandung;2023-05-27;Silver
C0622;Customer 622;Female;54;Semarang;2023-04-08;Silver
C0623;Customer 623;Male;50;Jakarta;2024-08-09;Platinum
C0624;Customer 624;Female;24;Surabaya;2023-01-30;Silver
C0625;Customer 625;Male;55;Bandung;2023-03-05;Gold
C0626;Customer 626;Male;40;Semarang;2023-08-01;Gold
C0627;Customer 627;Female;27;Jakarta;2024-03-07;Gold
C0628;Customer 628;Male;56;Bandung;2024-01-26;Gold
C0629;Customer 629;Male;41;Surabaya;2023-05-19;Platinum
C0630;Customer 630;Female;34;Semarang;2023-07-11;Gold
C0631;Customer 631;Female;23;Medan;2024-09-19;Platinum
C0632;Customer 632;Male;35;Semarang;2023-08-20;Silver
C0633;Customer 633;Female;44;Medan;2023-07-01;Silver
C0634;Customer 634;Male;19;Surabaya;2024-07-17;Platinum
C0635;Customer 635;Male;41;Semarang;2023-08-29;Gold
C0636;Customer 636;Female;59;Jakarta;2024-10-28;Gold
C0637;Customer 637;Female;55;Medan;2024-02-12;Gold
C0638;Customer 638;Male;59;Surabaya;2024-08-16;Platinum
C0639;Customer 639;Male;35;Bandung;2023-08-30;Silver
C0640;Customer 640;Male;39;Jakarta;2023-07-03;Silver
C0641;Customer 641;Male;51;Surabaya;2024-06-28;Silver
C0642;Customer 642;Male;55;Semarang;2024-05-08;Gold
C0643;Customer 643;Male;49;Semarang;2024-02-21;Platinum
C0644;Customer 644;Female;38;Semarang;2023-07-31;Silver
C0645;Customer 645;Female;41;Medan;2023-09-22;Gold
C0646;Customer 646;Female;31;Medan;2023-06-18;Platinum
C0647;Customer 647;Female;40;Medan;2023-02-08;Gold
C0648;Customer 648;Male;57;Surabaya;2024-06-29;Silver
C0649;Customer 649;Male;20;Medan;2023-02-07;Silver
C0650;Customer 650;Female;42;Semarang;2023-07-21;Gold
C0651;Customer 651;Female;60;Jakarta;2024-01-26;Platinum
C0652;Customer 652;Male;45;Surabaya;2024-04-05;Platinum
C0653;Customer 653;Male;19;Surabaya;2024-05-16;Gold
C0654;Customer 654;Female;45;Bandung;2023-12-23;Gold
C0655;Customer 655;Male;26;Semarang;2023-09-26;Gold
C0656;Customer 656;Male;38;Jakarta;2024-07-01;Silver
C0657;Customer 657;Female;42;Bandung;2024-05-26;Platinum
C0658;Customer 658;Male;39;Surabaya;2023-12-17;Silver
C0659;Customer 659;Female;23;Medan;2023-06-05;Silver
C0660;Customer 660;Male;43;Medan;2024-07-21;Gold
C0661;Customer 661;Male;27;Jakarta;2023-11-03;Platinum
C0662;Customer 662;Male;19;Surabaya;2023-09-19;Platinum
C0663;Customer 663;Female;18;Medan;2024-07-31;Platinum
C0664;Customer 664;Male;59;Medan;2023-01-12;Silver
C0665;Customer 665;Female;46;Semarang;2024-07-10;Silver
C0666;Customer 666;Male;37;Medan;2023-12-21;Silver
C0667;Customer 667;Male;49;Medan;2023-05-03;Silver
C0668;Customer 668;Female;37;Semarang;2023-08-06;Silver
C0669;Customer 669;Male;21;Semarang;2024-10-16;Silver
C0670;Customer 670;Female;52;Medan;2024-02-12;Gold
C0671;Customer 671;Female;44;Jakarta;2024-04-27;Platinum
C0672;Customer 672;Female;21;Jakarta;2024-08-21;Gold
C0673;Customer 673;Female;19;Semarang;2024-12-25;Gold
C0674;Customer 674;Female;31;Semarang;2024-06-26;Platinum
C0675;Customer 675;Male;26;Semarang;2024-01-12;Silver
C0676;Customer 676;Female;23;Bandung;2024-09-24;Gold
C0677;Customer 677;Female;21;Surabaya;2023-03-03;Platinum
C0678;Customer 678;Male;47;Surabaya;2023-02-18;Silver
C0679;Customer 679;Female;42;Surabaya;2023-02-27;Gold
C0680;Customer 680;Female;34;Surabaya;2023-01-15;Gold
C0681;Customer 681;Female;41;Medan;2024-07-30;Gold
C0682;Customer 682;Female;55;Surabaya;2023-10-12;Gold
C0683;Customer 683;Male;40;Semarang;2023-02-10;Platinum
C0684;Customer 684;Female;37;Medan;2024-07-11;Platinum
C0685;Customer 685;Female;44;Surabaya;2024-06-02;Platinum
C0686;Customer 686;Female;18;Jakarta;2024-05-19;Silver
C0687;Customer 687;Male;56;Medan;2024-09-28;Platinum
C0688;Customer 688;Male;52;Bandung;2024-02-21;Platinum
C0689;Customer 689;Male;39;Bandung;2023-03-07;Platinum
C0690;Customer 690;Male;18;Jakarta;2024-10-19;Gold
C0691;Customer 691;Female;37;Surabaya;2023-05-07;Platinum
C0692;Customer 692;Female;19;Surabaya;2024-05-29;Gold
C0693;Customer 693;Male;43;Bandung;2024-06-04;Platinum
C0694;Customer 694;Male;20;Medan;2024-03-12;Gold
C0695;Customer 695;Female;52;Semarang;2024-08-10;Silver
C0696;Customer 696;Male;24;Surabaya;2023-06-30;Silver
C0697;Customer 697;Female;53;Jakarta;2024-08-04;Gold
C0698;Customer 698;Male;21;Medan;2023-04-11;Silver
C0699;Customer 699;Male;43;Medan;2024-06-11;Platinum
C0700;Customer 700;Male;36;Semarang;2023-02-09;Silver
C0701;Customer 701;Female;20;Surabaya;2024-08-13;Gold
C0702;Customer 702;Male;31;Bandung;2024-06-03;Platinum
C0703;Customer 703;Female;40;Bandung;2024-12-28;Silver
C0704;Customer 704;Female;24;Bandung;2023-11-29;Silver
C0705;Customer 705;Male;36;Surabaya;2024-08-29;Silver
C0706;Customer 706;Male;51;Semarang;2023-04-25;Silver
C0707;Customer 707;Male;58;Bandung;2024-08-13;Gold
C0708;Customer 708;Male;21;Semarang;2024-04-28;Platinum
C0709;Customer 709;Male;50;Semarang;2024-10-18;Platinum
C0710;Customer 710;Male;22;Semarang;2024-10-14;Silver
C0711;Customer 711;Male;23;Surabaya;2023-03-04;Platinum
C0712;Customer 712;Female;53;Medan;2023-04-04;Gold
C0713;Customer 713;Female;31;Semarang;2024-11-21;Platinum
C0714;Customer 714;Female;39;Semarang;2023-05-29;Gold
C0715;Customer 715;Male;50;Bandung;2023-03-21;Gold
C0716;Customer 716;Male;52;Medan;2024-08-19;Gold
C0717;Customer 717;Female;48;Surabaya;2024-03-01;Platinum
C0718;Customer 718;Female;21;Surabaya;2024-01-30;Platinum
C0719;Customer 719;Male;24;Semarang;2023-08-19;Silver
C0720;Customer 720;Male;55;Bandung;2023-07-03;Silver
C0721;Customer 721;Male;51;Semarang;2023-03-29;Platinum
C0722;Customer 722;Male;48;Semarang;2023-10-08;Platinum
C0723;Customer 723;Male;48;Surabaya;2023-08-16;Silver
C0724;Customer 724;Male;54;Surabaya;2023-09-01;Silver
C0725;Customer 725;Male;40;Bandung;2023-10-14;Silver
C0726;Customer 726;Female;45;Surabaya;2024-01-06;Gold
C0727;Customer 727;Male;19;Jakarta;2023-09-15;Gold
C0728;Customer 728;Female;43;Jakarta;2023-09-23;Platinum
C0729;Customer 729;Male;37;Surabaya;2024-05-13;Silver
C0730;Customer 730;Male;51;Semarang;2024-04-25;Platinum
C0731;Customer 731;Male;52;Bandung;2023-03-16;Platinum
C0732;Customer 732;Female;59;Medan;2024-12-13;Platinum
C0733;Customer 733;Male;55;Surabaya;2024-12-19;Silver
C0734;Customer 734;Female;22;Surabaya;2023-11-03;Gold
C0735;Customer 735;Female;54;Jakarta;2024-01-17;Gold
C0736;Customer 736;Male;27;Surabaya;2024-12-31;Silver
C0737;Customer 737;Male;50;Bandung;2024-05-18;Silver
C0738;Customer 738;Female;56;Jakarta;2024-02-25;Gold
C0739;Customer 739;Male;53;Bandung;2023-10-15;Silver
C0740;Customer 740;Male;29;Bandung;2024-02-29;Platinum
C0741;Customer 741;Male;36;Surabaya;2024-02-14;Platinum
C0742;Customer 742;Female;44;Surabaya;2023-02-10;Gold
C0743;Customer 743;Male;26;Jakarta;2024-11-02;Platinum
C0744;Customer 744;Male;39;Medan;2023-10-30;Platinum
C0745;Customer 745;Male;40;Semarang;2024-04-12;Gold
C0746;Customer 746;Male;58;Bandung;2023-01-25;Gold
C0747;Customer 747;Male;52;Surabaya;2024-11-14;Gold
C0748;Customer 748;Male;22;Bandung;2023-02-20;Gold
C0749;Customer 749;Female;22;Jakarta;2024-06-17;Gold
C0750;Customer 750;Female;52;Surabaya;2024-03-18;Platinum
C0751;Customer 751;Female;55;Surabaya;2024-07-28;Gold
C0752;Customer 752;Male;59;Medan;2023-10-26;Gold
C0753;Customer 753;Female;22;Semarang;2024-09-01;Silver
C0754;Customer 754;Female;37;Semarang;2023-06-11;Platinum
C0755;Customer 755;Female;43;Medan;2023-09-30;Platinum
C0756;Customer 756;Male;59;Semarang;2024-12-11;Silver
C0757;Customer 757;Male;57;Surabaya;2023-02-09;Platinum
C0758;Customer 758;Female;24;Surabaya;2024-01-21;Silver
C0759;Customer 759;Male;55;Jakarta;2024-09-14;Silver
C0760;Customer 760;Male;45;Jakarta;2023-10-31;Gold
C0761;Customer 761;Female;57;Bandung;2024-05-13;Silver
C0762;Customer 762;Male;23;Semarang;2023-08-20;Silver
C0763;Customer 763;Female;50;Jakarta;2023-05-09;Silver
C0764;Customer 764;Female;60;Semarang;2023-09-07;Platinum
C0765;Customer 765;Male;22;Jakarta;2024-08-07;Platinum
C0766;Customer 766;Male;47;Bandung;2023-10-10;Silver
C0767;Customer 767;Male;58;Jakarta;2024-12-29;Platinum
C0768;Customer 768;Male;23;Bandung;2024-08-27;Gold
C0769;Customer 769;Male;30;Medan;2024-12-26;Platinum
C0770;Customer 770;Female;32;Medan;2023-01-22;Silver
C0771;Customer 771;Female;58;Semarang;2023-09-15;Platinum
C0772;Customer 772;Male;27;Jakarta;2024-11-22;Platinum
C0773;Customer 773;Female;34;Medan;2023-09-05;Platinum
C0774;Customer 774;Female;57;Bandung;2024-04-29;Silver
C0775;Customer 775;Male;44;Semarang;2024-03-16;Gold
C0776;Customer 776;Male;54;Jakarta;2023-04-13;Silver
C0777;Customer 777;Female;25;Surabaya;2024-06-28;Gold
C0778;Customer 778;Male;53;Medan;2024-01-11;Silver
C0779;Customer 779;Male;28;Medan;2023-11-27;Platinum
C0780;Customer 780;Female;45;Semarang;2024-05-10;Silver
C0781;Customer 781;Female;55;Bandung;2023-06-24;Silver
C0782;Customer 782;Male;49;Medan;2023-06-17;Silver
C0783;Customer 783;Female;46;Semarang;2024-01-03;Platinum
C0784;Customer 784;Female;42;Medan;2024-05-21;Platinum
C0785;Customer 785;Female;52;Medan;2024-02-28;Gold
C0786;Customer 786;Male;52;Jakarta;2024-04-10;Silver
C0787;Customer 787;Female;37;Medan;2024-04-30;Gold
C0788;Customer 788;Female;24;Medan;2023-06-28;Gold
C0789;Customer 789;Male;60;Jakarta;2023-07-13;Silver
C0790;Customer 790;Male;60;Medan;2024-05-02;Platinum
C0791;Customer 791;Male;34;Medan;2024-04-13;Platinum
C0792;Customer 792;Female;57;Surabaya;2024-01-01;Silver
C0793;Customer 793;Female;52;Medan;2024-01-19;Gold
C0794;Customer 794;Female;41;Jakarta;2024-08-04;Platinum
C0795;Customer 795;Male;24;Bandung;2023-08-19;Platinum
C0796;Customer 796;Female;50;Semarang;2024-07-24;Gold
C0797;Customer 797;Male;18;Surabaya;2024-06-28;Gold
C0798;Customer 798;Male;19;Surabaya;2024-10-10;Gold
C0799;Customer 799;Male;28;Jakarta;2024-01-03;Platinum
C0800;Customer 800;Female;27;Medan;2023-12-28;Silver
C0801;Customer 801;Male;33;Semarang;2023-03-17;Gold
C0802;Customer 802;Female;52;Bandung;2024-09-23;Gold
C0803;Customer 803;Male;28;Bandung;2024-11-05;Silver
C0804;Customer 804;Female;54;Medan;2023-08-23;Platinum
C0805;Customer 805;Female;37;Medan;2023-08-23;Gold
C0806;Customer 806;Female;45;Semarang;2024-08-08;Silver
C0807;Customer 807;Male;47;Medan;2023-03-13;Gold
C0808;Customer 808;Female;33;Bandung;2024-03-12;Silver
C0809;Customer 809;Male;57;Semarang;2024-07-18;Silver
C0810;Customer 810;Female;48;Semarang;2024-03-13;Silver
C0811;Customer 811;Male;36;Jakarta;2023-08-31;Gold
C0812;Customer 812;Male;36;Medan;2023-11-27;Gold
C0813;Customer 813;Female;50;Medan;2024-04-16;Silver
C0814;Customer 814;Male;22;Medan;2023-05-20;Platinum
C0815;Customer 815;Female;47;Medan;2023-11-01;Silver
C0816;Customer 816;Male;60;Bandung;2024-01-22;Gold
C0817;Customer 817;Male;58;Jakarta;2023-12-06;Platinum
C0818;Customer 818;Female;54;Jakarta;2024-01-24;Silver
C0819;Customer 819;Female;32;Semarang;2023-12-10;Silver
C0820;Customer 820;Female;36;Medan;2024-06-03;Platinum
C0821;Customer 821;Male;38;Jakarta;2023-10-18;Gold
C0822;Customer 822;Female;22;Semarang;2024-02-17;Gold
C0823;Customer 823;Female;26;Surabaya;2023-07-10;Gold
C0824;Customer 824;Male;40;Semarang;2023-08-19;Silver
C0825;Customer 825;Male;31;Medan;2023-07-04;Platinum
C0826;Customer 826;Female;27;Semarang;2023-11-10;Gold
C0827;Customer 827;Male;44;Jakarta;2024-07-19;Gold
C0828;Customer 828;Female;53;Jakarta;2023-08-08;Gold
C0829;Customer 829;Female;27;Semarang;2023-07-13;Silver
C0830;Customer 830;Female;32;Surabaya;2024-12-29;Platinum
C0831;Customer 831;Male;36;Semarang;2024-10-22;Gold
C0832;Customer 832;Female;31;Semarang;2023-05-20;Gold
C0833;Customer 833;Female;53;Surabaya;2024-02-16;Silver
C0834;Customer 834;Female;30;Surabaya;2024-02-19;Gold
C0835;Customer 835;Male;38;Bandung;2024-04-05;Silver
C0836;Customer 836;Female;43;Medan;2023-09-09;Platinum
C0837;Customer 837;Male;43;Semarang;2023-07-25;Gold
C0838;Customer 838;Female;26;Semarang;2024-03-24;Gold
C0839;Customer 839;Female;22;Bandung;2024-10-14;Gold
C0840;Customer 840;Male;36;Surabaya;2023-12-27;Silver
C0841;Customer 841;Female;55;Surabaya;2023-06-08;Platinum
C0842;Customer 842;Female;22;Bandung;2023-08-15;Gold
C0843;Customer 843;Male;35;Jakarta;2023-05-14;Platinum
C0844;Customer 844;Female;56;Bandung;2023-07-26;Platinum
C0845;Customer 845;Male;56;Bandung;2024-01-21;Silver
C0846;Customer 846;Male;20;Semarang;2024-07-07;Silver
C0847;Customer 847;Male;55;Medan;2023-07-04;Silver
C0848;Customer 848;Male;20;Medan;2023-04-19;Platinum
C0849;Customer 849;Male;52;Bandung;2023-05-19;Silver
C0850;Customer 850;Male;56;Bandung;2024-08-15;Platinum
C0851;Customer 851;Female;41;Surabaya;2023-11-27;Silver
C0852;Customer 852;Male;25;Bandung;2023-12-08;Gold
C0853;Customer 853;Female;51;Semarang;2024-08-14;Gold
C0854;Customer 854;Male;37;Jakarta;2023-08-31;Platinum
C0855;Customer 855;Female;40;Jakarta;2024-06-06;Gold
C0856;Customer 856;Female;20;Medan;2024-08-15;Silver
C0857;Customer 857;Female;23;Surabaya;2024-02-28;Silver
C0858;Customer 858;Female;60;Bandung;2023-10-05;Platinum
C0859;Customer 859;Male;47;Medan;2023-10-20;Gold
C0860;Customer 860;Male;25;Surabaya;2024-01-11;Gold
C0861;Customer 861;Male;20;Jakarta;2023-05-18;Gold
C0862;Customer 862;Female;35;Surabaya;2023-06-27;Platinum
C0863;Customer 863;Female;54;Jakarta;2023-11-08;Gold
C0864;Customer 864;Male;23;Medan;2023-06-17;Silver
C0865;Customer 865;Female;55;Jakarta;2024-01-08;Platinum
C0866;Customer 866;Male;39;Jakarta;2023-05-08;Silver
C0867;Customer 867;Female;35;Medan;2023-09-10;Gold
C0868;Customer 868;Male;27;Jakarta;2024-01-09;Silver
C0869;Customer 869;Male;39;Semarang;2023-03-01;Silver
C0870;Customer 870;Male;36;Semarang;2023-01-28;Platinum
C0871;Customer 871;Female;38;Surabaya;2024-08-25;Gold
C0872;Customer 872;Male;21;Bandung;2023-11-12;Gold
C0873;Customer 873;Female;30;Jakarta;2023-03-25;Gold
C0874;Customer 874;Male;30;Bandung;2024-04-23;Silver
C0875;Customer 875;Male;27;Medan;2024-07-26;Gold
C0876;Customer 876;Female;29;Medan;2023-02-21;Silver
C0877;Customer 877;Female;24;Bandung;2023-07-02;Gold
C0878;Customer 878;Female;29;Medan;2023-11-19;Gold
C0879;Customer 879;Male;31;Semarang;2024-02-15;Platinum
C0880;Customer 880;Female;41;Bandung;2023-02-25;Platinum
C0881;Customer 881;Male;45;Surabaya;2023-01-06;Silver
C0882;Customer 882;Male;19;Medan;2023-09-04;Gold
C0883;Customer 883;Male;39;Semarang;2024-08-14;Gold
C0884;Customer 884;Male;19;Jakarta;2024-12-04;Platinum
C0885;Customer 885;Female;19;Bandung;2023-12-25;Platinum
