Order_ID;Rating;Review_Type
O02469;5;Positive
O02470;4;Positive
O02471;5;Positive
O02472;1;Negative
O02473;5;Positive
O02474;2;Negative
O02475;4;Positive
O02476;4;Positive
O02477;2;Negative
O02478;3;Neutral
O02479;2;Negative
O02480;2;Negative
O02481;5;Positive
O02482;2;Negative
O02483;3;Neutral
O02484;4;Positive
O02485;5;Positive
O02486;1;Negative
O02487;1;Negative
O02488;4;Positive
O02489;2;Negative
O02490;2;Negative
O02491;1;Negative
O02492;5;Positive
O02493;4;Positive
O02494;1;Negative
O02495;5;Positive
O02496;3;Neutral
O02497;1;Negative
O02498;4;Positive
O02499;2;Negative
O02500;1;Negative
O02501;3;Neutral
O02502;4;Positive
O02503;3;Neutral
O02504;5;Positive
O02505;5;Positive
O02506;2;Negative
O02507;5;Positive
O02508;2;Negative
O02509;3;Neutral
O02510;2;Negative
O02511;5;Positive
O02512;4;Positive
O02513;5;Positive
O02514;1;Negative
O02515;2;Negative
O02516;3;Neutral
O02517;1;Negative
O02518;5;Positive
O02519;5;Positive
O02520;1;Negative
O02521;3;Neutral
O02522;5;Positive
O02523;3;Neutral
O02524;2;Negative
O02525;3;Neutral
O02526;4;Positive
O02527;1;Negative
O02528;3;Neutral
O02529;1;Negative
O02530;3;Neutral
O02531;3;Neutral
O02532;4;Positive
O02533;1;Negative
O02534;3;Neutral
O02535;4;Positive
O02536;2;Negative
O02537;4;Positive
O02538;1;Negative
O02539;5;Positive
O02540;2;Negative
O02541;3;Neutral
O02542;4;Positive
O02543;1;Negative
O02544;5;Positive
O02545;2;Negative
O02546;2;Negative
O02547;1;Negative
O02548;2;Negative
O02549;4;Positive
O02550;1;Negative
O02551;1;Negative
O02552;3;Neutral
O02553;2;Negative
O02554;1;Negative
O02555;2;Negative
O02556;2;Negative
O02557;4;Positive
O02558;2;Negative
O02559;4;Positive
O02560;5;Positive
O02561;2;Negative
O02562;4;Positive
O02563;2;Negative
O02564;5;Positive
O02565;3;Neutral
O02566;4;Positive
O02567;1;Negative
O02568;1;Negative
O02569;4;Positive
O02570;4;Positive
O02571;4;Positive
O02572;4;Positive
O02573;5;Positive
O02574;5;Positive
O02575;3;Neutral
O02576;2;Negative
O02577;2;Negative
O02578;3;Neutral
O02579;5;Positive
O02580;3;Neutral
O02581;4;Positive
O02582;4;Positive
O02583;3;Neutral
O02584;4;Positive
O02585;2;Negative
O02586;5;Positive
O02587;5;Positive
O02588;5;Positive
O02589;2;Negative
O02590;2;Negative
O02591;1;Negative
O02592;3;Neutral
O02593;2;Negative
O02594;5;Positive
O02595;3;Neutral
O02596;2;Negative
O02597;1;Negative
O02598;4;Positive
O02599;1;Negative
O02600;4;Positive
O02601;5;Positive
O02602;5;Positive
O02603;1;Negative
O02604;1;Negative
O02605;5;Positive
O02606;5;Positive
O02607;2;Negative
O02608;3;Neutral
O02609;1;Negative
O02610;2;Negative
O02611;3;Neutral
O02612;4;Positive
O02613;2;Negative
O02614;5;Positive
O02615;2;Negative
O02616;3;Neutral
O02617;4;Positive
O02618;5;Positive
O02619;5;Positive
O02620;5;Positive
O02621;3;Neutral
O02622;1;Negative
O02623;5;Positive
O02624;4;Positive
O02625;3;Neutral
O02626;3;Neutral
O02627;5;Positive
O02628;3;Neutral
O02629;3;Neutral
O02630;4;Positive
O02631;2;Negative
O02632;1;Negative
O02633;2;Negative
O02634;2;Negative
O02635;2;Negative
O02636;3;Neutral
O02637;2;Negative
O02638;3;Neutral
O02639;2;Negative
O02640;3;Neutral
O02641;2;Negative
O02642;4;Positive
O02643;3;Neutral
O02644;4;Positive
O02645;4;Positive
O02646;4;Positive
O02647;3;Neutral
O02648;1;Negative
O02649;2;Negative
O02650;2;Negative
O02651;3;Neutral
O02652;1;Negative
O02653;1;Negative
O02654;1;Negative
O02655;4;Positive
O02656;3;Neutral
O02657;4;Positive
O02658;2;Negative
O02659;5;Positive
O02660;3;Neutral
O02661;3;Neutral
O02662;3;Neutral
O02663;5;Positive
O02664;4;Positive
O02665;5;Positive
O02666;2;Negative
O02667;3;Neutral
O02668;4;Positive
O02669;5;Positive
O02670;1;Negative
O02671;4;Positive
O02672;2;Negative
O02673;4;Positive
O02674;5;Positive
O02675;2;Negative
O02676;4;Positive
O02677;5;Positive
O02678;5;Positive
O02679;5;Positive
O02680;4;Positive
O02681;5;Positive
O02682;1;Negative
O02683;3;Neutral
O02684;3;Neutral
O02685;2;Negative
O02686;1;Negative
O02687;4;Positive
O02688;3;Neutral
O02689;4;Positive
O02690;3;Neutral
O02691;5;Positive
O02692;3;Neutral
O02693;2;Negative
O02694;4;Positive
O02695;2;Negative
O02696;3;Neutral
O02697;4;Positive
O02698;1;Negative
O02699;3;Neutral
O02700;3;Neutral
O02701;2;Negative
O02702;4;Positive
O02703;4;Positive
O02704;2;Negative
O02705;3;Neutral
O02706;3;Neutral
O02707;2;Negative
O02708;1;Negative
O02709;4;Positive
O02710;2;Negative
O02711;4;Positive
O02712;4;Positive
O02713;3;Neutral
O02714;5;Positive
O02715;4;Positive
O02716;3;Neutral
O02717;1;Negative
O02718;3;Neutral
O02719;5;Positive
O02720;2;Negative
O02721;1;Negative
O02722;3;Neutral
O02723;1;Negative
O02724;1;Negative
O02725;3;Neutral
O02726;4;Positive
O02727;3;Neutral
O02728;5;Positive
O02729;4;Positive
O02730;2;Negative
O02731;1;Negative
O02732;4;Positive
O02733;5;Positive
O02734;2;Negative
O02735;1;Negative
O02736;1;Negative
O02737;3;Neutral
O02738;2;Negative
O02739;1;Negative
O02740;2;Negative
O02741;4;Positive
O02742;2;Negative
O02743;4;Positive
O02744;5;Positive
O02745;1;Negative
O02746;3;Neutral
O02747;3;Neutral
O02748;5;Positive
O02749;1;Negative
O02750;2;Negative
O02751;5;Positive
O02752;2;Negative
O02753;4;Positive
O02754;1;Negative
O02755;3;Neutral
O02756;1;Negative
O02757;5;Positive
O02758;5;Positive
O02759;3;Neutral
O02760;2;Negative
O02761;4;Positive
O02762;3;Neutral
O02763;4;Positive
O02764;4;Positive
O02765;3;Neutral
O02766;5;Positive
O02767;4;Positive
O02768;4;Positive
O02769;5;Positive
O02770;4;Positive
O02771;1;Negative
O02772;5;Positive
O02773;1;Negative
O02774;3;Neutral
O02775;1;Negative
O02776;5;Positive
O02777;1;Negative
O02778;5;Positive
O02779;1;Negative
O02780;5;Positive
O02781;1;Negative
O02782;5;Positive
O02783;1;Negative
O02784;1;Negative
O02785;2;Negative
O02786;1;Negative
O02787;4;Positive
O02788;2;Negative
O02789;1;Negative
O02790;2;Negative
O02791;5;Positive
O02792;1;Negative
O02793;4;Positive
O02794;1;Negative
O02795;1;Negative
O02796;2;Negative
O02797;3;Neutral
O02798;4;Positive
O02799;3;Neutral
O02800;2;Negative
O02801;2;Negative
O02802;3;Neutral
O02803;1;Negative
O02804;4;Positive
O02805;5;Positive
O02806;1;Negative
O02807;1;Negative
O02808;5;Positive
O02809;5;Positive
O02810;2;Negative
O02811;2;Negative
O02812;1;Negative
O02813;2;Negative
O02814;3;Neutral
O02815;2;Negative
O02816;5;Positive
O02817;2;Negative
O02818;5;Positive
O02819;5;Positive
O02820;5;Positive
O02821;5;Positive
O02822;5;Positive
O02823;4;Positive
O02824;4;Positive
O02825;2;Negative
O02826;3;Neutral
O02827;4;Positive
O02828;3;Neutral
O02829;3;Neutral
O02830;1;Negative
O02831;5;Positive
O02832;3;Neutral
O02833;5;Positive
O02834;1;Negative
O02835;2;Negative
O02836;1;Negative
O02837;5;Positive
O02838;3;Neutral
O02839;1;Negative
O02840;2;Negative
O02841;4;Positive
O02842;2;Negative
O02843;1;Negative
O02844;2;Negative
O02845;3;Neutral
O02846;3;Neutral
O02847;2;Negative
O02848;2;Negative
O02849;5;Positive
O02850;5;Positive
O02851;5;Positive
O02852;5;Positive
O02853;4;Positive
O02854;2;Negative
O02855;5;Positive
O02856;5;Positive
O02857;2;Negative
O02858;1;Negative
O02859;1;Negative
O02860;3;Neutral
O02861;1;Negative
O02862;1;Negative
O02863;3;Neutral
O02864;4;Positive
O02865;3;Neutral
O02866;3;Neutral
O02867;3;Neutral
O02868;4;Positive
O02869;4;Positive
O02870;2;Negative
O02871;4;Positive
O02872;5;Positive
O02873;1;Negative
O02874;5;Positive
O02875;2;Negative
O02876;1;Negative
O02877;1;Negative
O02878;2;Negative
O02879;3;Neutral
O02880;4;Positive
O02881;5;Positive
O02882;4;Positive
O02883;4;Positive
O02884;4;Positive
O02885;3;Neutral
O02886;4;Positive
O02887;2;Negative
O02888;4;Positive
O02889;2;Negative
O02890;5;Positive
O02891;1;Negative
O02892;3;Neutral
O02893;2;Negative
O02894;1;Negative
O02895;2;Negative
O02896;5;Positive
O02897;5;Positive
O02898;3;Neutral
O02899;5;Positive
O02900;1;Negative
O02901;5;Positive
O02902;2;Negative
O02903;5;Positive
O02904;1;Negative
O02905;1;Negative
O02906;4;Positive
O02907;5;Positive
O02908;4;Positive
O02909;4;Positive
O02910;4;Positive
O02911;2;Negative
O02912;5;Positive
O02913;4;Positive
O02914;3;Neutral
O02915;4;Positive
O02916;3;Neutral
O02917;2;Negative
O02918;2;Negative
O02919;1;Negative
O02920;3;Neutral
O02921;1;Negative
O02922;2;Negative
O02923;2;Negative
O02924;4;Positive
O02925;2;Negative
O02926;4;Positive
O02927;3;Neutral
O02928;3;Neutral
O02929;1;Negative
O02930;5;Positive
O02931;4;Positive
O02932;1;Negative
O02933;5;Positive
O02934;4;Positive
O02935;5;Positive
O02936;4;Positive
O02937;4;Positive
O02938;2;Negative
O02939;5;Positive
O02940;4;Positive
O02941;5;Positive
O02942;1;Negative
O02943;4;Positive
O02944;3;Neutral
O02945;4;Positive
O02946;5;Positive
O02947;1;Negative
O02948;4;Positive
O02949;5;Positive
O02950;4;Positive
O02951;5;Positive
O02952;3;Neutral
O02953;4;Positive
O02954;4;Positive
O02955;1;Negative
O02956;1;Negative
O02957;1;Negative
O02958;1;Negative
O02959;5;Positive
O02960;2;Negative
O02961;2;Negative
O02962;4;Positive
O02963;1;Negative
O02964;4;Positive
O02965;2;Negative
O02966;2;Negative
O02967;5;Positive
O02968;4;Positive
O02969;4;Positive
O02970;4;Positive
O02971;3;Neutral
O02972;3;Neutral
O02973;4;Positive
O02974;1;Negative
O02975;4;Positive
O02976;5;Positive
O02977;1;Negative
O02978;1;Negative
O02979;4;Positive
O02980;5;Positive
O02981;5;Positive
O02982;2;Negative
O02983;2;Negative
O02984;2;Negative
O02985;3;Neutral
O02986;3;Neutral
O02987;1;Negative
O02988;4;Positive
O02989;5;Positive
O02990;5;Positive
O02991;3;Neutral
O02992;2;Negative
O02993;5;Positive
O02994;5;Positive
O02995;3;Neutral
O02996;4;Positive
O02997;1;Negative
O02998;4;Positive
O02999;2;Negative
O03000;5;Positive
O03001;3;Neutral
O03002;5;Positive
O03003;5;Positive
O03004;2;Negative
O03005;4;Positive
O03006;5;Positive
O03007;1;Negative
O03008;5;Positive
O03009;4;Positive
O03010;5;Positive
O03011;5;Positive
O03012;4;Positive
O03013;2;Negative
O03014;3;Neutral
O03015;1;Negative
O03016;5;Positive
O03017;3;Neutral
O03018;4;Positive
O03019;2;Negative
O03020;2;Negative
O03021;1;Negative
O03022;1;Negative
O03023;1;Negative
O03024;2;Negative
O03025;4;Positive
O03026;5;Positive
O03027;4;Positive
O03028;4;Positive
O03029;1;Negative
O03030;2;Negative
O03031;1;Negative
O03032;4;Positive
O03033;3;Neutral
O03034;3;Neutral
O03035;2;Negative
O03036;2;Negative
O03037;3;Neutral
O03038;1;Negative
O03039;4;Positive
O03040;4;Positive
O03041;1;Negative
O03042;3;Neutral
O03043;2;Negative
O03044;1;Negative
O03045;2;Negative
O03046;5;Positive
O03047;4;Positive
O03048;2;Negative
O03049;2;Negative
O03050;1;Negative
O03051;2;Negative
O03052;1;Negative
O03053;2;Negative
O03054;5;Positive
O03055;5;Positive
O03056;5;Positive
O03057;3;Neutral
O03058;3;Neutral
O03059;1;Negative
O03060;1;Negative
O03061;5;Positive
O03062;2;Negative
O03063;5;Positive
O03064;1;Negative
O03065;5;Positive
O03066;4;Positive
O03067;5;Positive
O03068;4;Positive
O03069;3;Neutral
O03070;2;Negative
O03071;2;Negative
O03072;5;Positive
O03073;2;Negative
O03074;2;Negative
O03075;5;Positive
O03076;5;Positive
O03077;2;Negative
O03078;4;Positive
O03079;5;Positive
O03080;3;Neutral
O03081;5;Positive
O03082;1;Negative
O03083;2;Negative
O03084;4;Positive
O03085;2;Negative
O03086;5;Positive
O03087;3;Neutral
O03088;2;Negative
O03089;2;Negative
O03090;1;Negative
O03091;4;Positive
O03092;2;Negative
O03093;4;Positive
O03094;1;Negative
O03095;3;Neutral
O03096;5;Positive
O03097;1;Negative
O03098;3;Neutral
O03099;2;Negative
O03100;3;Neutral
O03101;5;Positive
O03102;5;Positive
O03103;1;Negative
O03104;1;Negative
O03105;3;Neutral
O03106;5;Positive
O03107;3;Neutral
O03108;3;Neutral
O03109;1;Negative
O03110;4;Positive
O03111;2;Negative
O03112;1;Negative
O03113;2;Negative
O03114;5;Positive
O03115;5;Positive
O03116;3;Neutral
O03117;4;Positive
O03118;3;Neutral
O03119;1;Negative
O03120;3;Neutral
O03121;1;Negative
O03122;3;Neutral
O03123;4;Positive
O03124;5;Positive
O03125;5;Positive
O03126;3;Neutral
O03127;3;Neutral
O03128;4;Positive
O03129;3;Neutral
O03130;3;Neutral
O03131;3;Neutral
O03132;4;Positive
O03133;4;Positive
O03134;1;Negative
O03135;4;Positive
O03136;5;Positive
O03137;3;Neutral
O03138;4;Positive
O03139;5;Positive
O03140;3;Neutral
O03141;1;Negative
O03142;4;Positive
O03143;1;Negative
O03144;2;Negative
O03145;1;Negative
O03146;2;Negative
O03147;3;Neutral
O03148;1;Negative
O03149;3;Neutral
O03150;1;Negative
O03151;1;Negative
O03152;3;Neutral
O03153;2;Negative
O03154;1;Negative
O03155;3;Neutral
O03156;1;Negative
O03157;5;Positive
O03158;5;Positive
O03159;3;Neutral
O03160;3;Neutral
O03161;3;Neutral
O03162;4;Positive
O03163;3;Neutral
O03164;4;Positive
O03165;3;Neutral
O03166;4;Positive
O03167;2;Negative
O03168;1;Negative
O03169;1;Negative
O03170;2;Negative
O03171;3;Neutral
O03172;3;Neutral
O03173;4;Positive
O03174;3;Neutral
O03175;2;Negative
O03176;5;Positive
O03177;3;Neutral
O03178;2;Negative
O03179;3;Neutral
O03180;4;Positive
O03181;5;Positive
O03182;5;Positive
O03183;5;Positive
O03184;4;Positive
O03185;5;Positive
O03186;1;Negative
O03187;2;Negative
O03188;4;Positive
O03189;5;Positive
O03190;1;Negative
O03191;4;Positive
O03192;4;Positive
O03193;5;Positive
O03194;4;Positive
O03195;5;Positive
O03196;3;Neutral
O03197;5;Positive
O03198;1;Negative
O03199;2;Negative
O03200;3;Neutral
O03201;1;Negative
O03202;4;Positive
O03203;4;Positive
O03204;1;Negative
O03205;4;Positive
O03206;4;Positive
O03207;3;Neutral
O03208;2;Negative
O03209;1;Negative
O03210;2;Negative
O03211;4;Positive
O03212;4;Positive
O03213;1;Negative
O03214;3;Neutral
O03215;1;Negative
O03216;1;Negative
O03217;3;Neutral
O03218;5;Positive
O03219;4;Positive
O03220;2;Negative
O03221;2;Negative
O03222;2;Negative
O03223;5;Positive
O03224;1;Negative
O03225;4;Positive
O03226;3;Neutral
O03227;4;Positive
O03228;5;Positive
O03229;4;Positive
O03230;4;Positive
O03231;5;Positive
O03232;3;Neutral
O03233;4;Positive
O03234;5;Positive
O03235;2;Negative
O03236;1;Negative
O03237;1;Negative
O03238;4;Positive
O03239;4;Positive
O03240;5;Positive
O03241;1;Negative
O03242;5;Positive
O03243;2;Negative
O03244;2;Negative
O03245;1;Negative
O03246;1;Negative
O03247;4;Positive
O03248;3;Neutral
O03249;1;Negative
O03250;5;Positive
O03251;3;Neutral
O03252;4;Positive
O03253;2;Negative
O03254;3;Neutral
O03255;2;Negative
O03256;2;Negative
O03257;5;Positive
O03258;4;Positive
O03259;1;Negative
O03260;4;Positive
O03261;1;Negative
O03262;1;Negative
O03263;2;Negative
O03264;1;Negative
O03265;2;Negative
O03266;1;Negative
O03267;1;Negative
O03268;2;Negative
O03269;3;Neutral
O03270;4;Positive
O03271;1;Negative
O03272;2;Negative
O03273;1;Negative
O03274;2;Negative
O03275;3;Neutral
O03276;1;Negative
O03277;2;Negative
O03278;1;Negative
O03279;3;Neutral
O03280;3;Neutral
O03281;3;Neutral
O03282;3;Neutral
O03283;4;Positive
O03284;2;Negative
O03285;4;Positive
O03286;5;Positive
O03287;5;Positive
O03288;1;Negative
O03289;4;Positive
O03290;2;Negative
O03291;5;Positive
O03292;1;Negative
O03293;3;Neutral
O03294;5;Positive
O03295;3;Neutral
O03296;1;Negative
O03297;2;Negative
O03298;1;Negative
O03299;3;Neutral
O03300;2;Negative
O03301;1;Negative
O03302;2;Negative
O03303;2;Negative
O03304;3;Neutral
O03305;4;Positive
O03306;5;Positive
O03307;4;Positive
O03308;5;Positive
O03309;1;Negative
O03310;2;Negative
O03311;5;Positive
O03312;3;Neutral
O03313;1;Negative
O03314;3;Neutral
O03315;1;Negative
O03316;4;Positive
O03317;5;Positive
O03318;3;Neutral
O03319;5;Positive
O03320;2;Negative
O03321;4;Positive
O03322;2;Negative
O03323;4;Positive
O03324;2;Negative
O03325;1;Negative
O03326;4;Positive
O03327;3;Neutral
O03328;4;Positive
O03329;5;Positive
O03330;5;Positive
O03331;5;Positive
O03332;5;Positive
O03333;3;Neutral
O03334;4;Positive
O03335;4;Positive
O03336;4;Positive
O03337;3;Neutral
O03338;2;Negative
O03339;3;Neutral
O03340;5;Positive
O03341;3;Neutral
O03342;3;Neutral
O03343;4;Positive
O03344;1;Negative
O03345;1;Negative
O03346;4;Positive
O03347;5;Positive
O03348;2;Negative
O03349;3;Neutral
O03350;5;Positive
O03351;1;Negative
O03352;4;Positive
O03353;2;Negative
O03354;3;Neutral
O03355;3;Neutral
O03356;5;Positive
O03357;4;Positive
O03358;1;Negative
O03359;3;Neutral
O03360;3;Neutral
O03361;2;Negative
O03362;4;Positive
O03363;4;Positive
O03364;1;Negative
O03365;5;Positive
O03366;5;Positive
O03367;5;Positive
O03368;1;Negative
O03369;2;Negative
O03370;3;Neutral
O03371;2;Negative
O03372;5;Positive
O03373;2;Negative
O03374;1;Negative
O03375;5;Positive
O03376;3;Neutral
O03377;4;Positive
O03378;2;Negative
O03379;5;Positive
O03380;3;Neutral
O03381;1;Negative
O03382;1;Negative
O03383;3;Neutral
O03384;2;Negative
O03385;2;Negative
O03386;3;Neutral
O03387;1;Negative
O03388;3;Neutral
O03389;1;Negative
O03390;1;Negative
O03391;2;Negative
O03392;5;Positive
O03393;5;Positive
O03394;2;Negative
O03395;4;Positive
O03396;4;Positive
O03397;1;Negative
O03398;4;Positive
O03399;2;Negative
O03400;4;Positive
O03401;5;Positive
O03402;3;Neutral
O03403;5;Positive
O03404;1;Negative
O03405;3;Neutral
O03406;1;Negative
O03407;1;Negative
O03408;3;Neutral
O03409;3;Neutral
O03410;2;Negative
O03411;4;Positive
O03412;4;Positive
O03413;4;Positive
O03414;4;Positive
O03415;5;Positive
O03416;1;Negative
O03417;4;Positive
O03418;2;Negative
O03419;4;Positive
O03420;5;Positive
O03421;3;Neutral
O03422;4;Positive
O03423;2;Negative
O03424;5;Positive
O03425;5;Positive
O03426;5;Positive
O03427;1;Negative
O03428;4;Positive
O03429;5;Positive
O03430;3;Neutral
O03431;2;Negative
O03432;2;Negative
O03433;2;Negative
O03434;1;Negative
O03435;3;Neutral
O03436;5;Positive
O03437;3;Neutral
O03438;5;Positive
O03439;3;Neutral
O03440;4;Positive
O03441;3;Neutral
O03442;1;Negative
O03443;1;Negative
O03444;3;Neutral
O03445;5;Positive
O03446;5;Positive
O03447;1;Negative
O03448;1;Negative
O03449;1;Negative
O03450;5;Positive
O03451;5;Positive
O03452;4;Positive
O03453;4;Positive
O03454;4;Positive
O03455;5;Positive
O03456;2;Negative
O03457;1;Negative
O03458;5;Positive
O03459;1;Negative
O03460;1;Negative
O03461;3;Neutral
O03462;2;Negative
O03463;2;Negative
O03464;4;Positive
O03465;3;Neutral
O03466;1;Negative
O03467;1;Negative
O03468;2;Negative
O03469;2;Negative
O03470;2;Negative
O03471;5;Positive
O03472;3;Neutral
O03473;1;Negative
O03474;3;Neutral
O03475;1;Negative
O03476;1;Negative
O03477;1;Negative
O03478;5;Positive
O03479;5;Positive
O03480;4;Positive
O03481;2;Negative
O03482;4;Positive
O03483;5;Positive
O03484;3;Neutral
O03485;2;Negative
O03486;2;Negative
O03487;5;Positive
O03488;5;Positive
O03489;4;Positive
O03490;4;Positive
O03491;4;Positive
O03492;5;Positive
O03493;1;Negative
O03494;1;Negative
O03495;3;Neutral
O03496;4;Positive
O03497;5;Positive
O03498;3;Neutral
O03499;4;Positive
O03500;1;Negative
O03501;1;Negative
O03502;2;Negative
O03503;2;Negative
O03504;4;Positive
O03505;2;Negative
O03506;5;Positive
O03507;2;Negative
O03508;4;Positive
O03509;4;Positive
O03510;1;Negative
O03511;5;Positive
O03512;4;Positive
O03513;1;Negative
O03514;5;Positive
O03515;4;Positive
O03516;2;Negative
O03517;4;Positive
O03518;3;Neutral
O03519;3;Neutral
O03520;1;Negative
O03521;1;Negative
O03522;3;Neutral
O03523;4;Positive
O03524;4;Positive
O03525;3;Neutral
O03526;2;Negative
O03527;2;Negative
O03528;1;Negative
O03529;1;Negative
O03530;3;Neutral
O03531;5;Positive
O03532;1;Negative
O03533;5;Positive
O03534;2;Negative
O03535;2;Negative
O03536;1;Negative
O03537;1;Negative
O03538;5;Positive
O03539;1;Negative
O03540;3;Neutral
O03541;3;Neutral
O03542;3;Neutral
O03543;1;Negative
O03544;4;Positive
O03545;1;Negative
O03546;2;Negative
O03547;3;Neutral
O03548;5;Positive
O03549;3;Neutral
O03550;1;Negative
O03551;1;Negative
O03552;3;Neutral
O03553;4;Positive
O03554;2;Negative
O03555;5;Positive
O03556;2;Negative
O03557;2;Negative
O03558;5;Positive
O03559;4;Positive
O03560;3;Neutral
O03561;1;Negative
O03562;4;Positive
O03563;2;Negative
O03564;1;Negative
O03565;3;Neutral
O03566;2;Negative
O03567;5;Positive
O03568;4;Positive
O03569;5;Positive
O03570;2;Negative
O03571;2;Negative
O03572;1;Negative
O03573;5;Positive
O03574;5;Positive
O03575;4;Positive
O03576;2;Negative
O03577;4;Positive
O03578;3;Neutral
O03579;1;Negative
O03580;2;Negative
O03581;4;Positive
O03582;2;Negative
O03583;4;Positive
O03584;1;Negative
O03585;2;Negative
O03586;1;Negative
O03587;1;Negative
O03588;5;Positive
O03589;2;Negative
O03590;3;Neutral
O03591;4;Positive
O03592;2;Negative
O03593;4;Positive
O03594;3;Neutral
O03595;2;Negative
O03596;5;Positive
O03597;3;Neutral
O03598;2;Negative
O03599;5;Positive
O03600;3;Neutral
O03601;3;Neutral
O03602;5;Positive
O03603;2;Negative
O03604;1;Negative
O03605;4;Positive
O03606;5;Positive
O03607;2;Negative
O03608;1;Negative
O03609;3;Neutral
O03610;5;Positive
O03611;3;Neutral
O03612;5;Positive
O03613;1;Negative
O03614;4;Positive
O03615;3;Neutral
O03616;1;Negative
O03617;3;Neutral
O03618;1;Negative
O03619;3;Neutral
O03620;3;Neutral
O03621;1;Negative
O03622;3;Neutral
O03623;3;Neutral
O03624;3;Neutral
O03625;2;Negative
O03626;5;Positive
O03627;5;Positive
O03628;2;Negative
O03629;3;Neutral
O03630;1;Negative
O03631;2;Negative
O03632;5;Positive
O03633;5;Positive
O03634;5;Positive
O03635;5;Positive
O03636;5;Positive
O03637;4;Positive
O03638;1;Negative
O03639;2;Negative
O03640;4;Positive
O03641;1;Negative
O03642;4;Positive
O03643;1;Negative
O03644;3;Neutral
O03645;1;Negative
O03646;1;Negative
O03647;3;Neutral
O03648;2;Negative
O03649;3;Neutral
O03650;4;Positive
O03651;1;Negative
O03652;3;Neutral
O03653;3;Neutral
O03654;4;Positive
O03655;1;Negative
O03656;4;Positive
O03657;3;Neutral
O03658;2;Negative
O03659;5;Positive
O03660;4;Positive
O03661;2;Negative
O03662;5;Positive
O03663;1;Negative
O03664;5;Positive
O03665;4;Positive
O03666;4;Positive
O03667;1;Negative
O03668;2;Negative
O03669;4;Positive
O03670;5;Positive
O03671;4;Positive
O03672;2;Negative
O03673;1;Negative
O03674;3;Neutral
O03675;3;Neutral
O03676;3;Neutral
O03677;4;Positive
O03678;5;Positive
O03679;4;Positive
O03680;1;Negative
O03681;3;Neutral
O03682;1;Negative
O03683;5;Positive
O03684;1;Negative
O03685;5;Positive
O03686;1;Negative
O03687;1;Negative
O03688;4;Positive
O03689;4;Positive
O03690;1;Negative
O03691;2;Negative
O03692;2;Negative
O03693;2;Negative
O03694;2;Negative
O03695;1;Negative
O03696;4;Positive
O03697;3;Neutral
O03698;3;Neutral
O03699;4;Positive
O03700;2;Negative
O03701;5;Positive
O03702;1;Negative
O03703;1;Negative
O03704;4;Positive
O03705;5;Positive
O03706;1;Negative
O03707;3;Neutral
O03708;3;Neutral
O03709;2;Negative
O03710;2;Negative
O03711;3;Neutral
O03712;5;Positive
O03713;1;Negative
O03714;2;Negative
O03715;5;Positive
O03716;5;Positive
O03717;2;Negative
O03718;5;Positive
O03719;4;Positive
O03720;2;Negative
O03721;5;Positive
O03722;3;Neutral
O03723;1;Negative
O03724;2;Negative
O03725;4;Positive
O03726;2;Negative
O03727;4;Positive
O03728;2;Negative
O03729;3;Neutral
O03730;2;Negative
O03731;1;Negative
O03732;4;Positive
O03733;5;Positive
O03734;2;Negative
O03735;2;Negative
O03736;5;Positive
O03737;5;Positive
O03738;1;Negative
O03739;1;Negative
O03740;5;Positive
O03741;3;Neutral
O03742;4;Positive
O03743;1;Negative
O03744;2;Negative
O03745;5;Positive
O03746;2;Negative
O03747;3;Neutral
O03748;5;Positive
O03749;4;Positive
O03750;2;Negative
O03751;2;Negative
O03752;3;Neutral
O03753;4;Positive
O03754;1;Negative
O03755;2;Negative
O03756;2;Negative
O03757;1;Negative
O03758;4;Positive
O03759;2;Negative
O03760;5;Positive
O03761;4;Positive
O03762;2;Negative
O03763;5;Positive
O03764;3;Neutral
O03765;5;Positive
O03766;2;Negative
O03767;5;Positive
O03768;1;Negative
O03769;4;Positive
O03770;4;Positive
O03771;5;Positive
O03772;1;Negative
O03773;4;Positive
O03774;4;Positive
O03775;2;Negative
O03776;2;Negative
O03777;5;Positive
O03778;3;Neutral
O03779;1;Negative
O03780;4;Positive
O03781;2;Negative
O03782;1;Negative
O03783;1;Negative
O03784;1;Negative
O03785;5;Positive
O03786;2;Negative
O03787;5;Positive
O03788;4;Positive
O03789;5;Positive
O03790;5;Positive
O03791;4;Positive
O03792;3;Neutral
O03793;2;Negative
O03794;2;Negative
O03795;5;Positive
O03796;2;Negative
O03797;4;Positive
O03798;1;Negative
O03799;5;Positive
O03800;4;Positive
O03801;2;Negative
O03802;4;Positive
O03803;5;Positive
O03804;3;Neutral
O03805;1;Negative
O03806;3;Neutral
O03807;4;Positive
O03808;2;Negative
O03809;2;Negative
O03810;4;Positive
O03811;5;Positive
O03812;3;Neutral
O03813;3;Neutral
O03814;3;Neutral
O03815;2;Negative
O03816;5;Positive
O03817;4;Positive
O03818;5;Positive
O03819;1;Negative
O03820;3;Neutral
O03821;3;Neutral
O03822;5;Positive
O03823;2;Negative
O03824;3;Neutral
O03825;4;Positive
O03826;2;Negative
O03827;2;Negative
O03828;4;Positive
O03829;1;Negative
O03830;3;Neutral
O03831;1;Negative
O03832;2;Negative
O03833;3;Neutral
O03834;4;Positive
O03835;3;Neutral
O03836;2;Negative
O03837;1;Negative
O03838;1;Negative
O03839;2;Negative
O03840;1;Negative
